movie,cast,Role
Sicario ,Bernardo Saracino,actor
Sicko ,Tucker Albrizzi,actor
Side Effects ,David Costabile,actor
Side Effects ,David Costabile,actor
Sideways ,Patrick Gallagher,actor
Signed Sealed Delivered ,Daphne Zuniga,actor
Signs ,Merritt Wever,actor
Silent Hill ,Deborah Kara Unger,actor
Silent Hill: Revelation 3D ,Deborah Kara Unger,actor
Silent House ,Julia Taylor Ross,actor
Silent Movie ,Dom DeLuise,actor
Silent Running ,Ron Rifkin,actor
Silent Trigger ,Gina Bellman,actor
Silmido ,Sung-kee Ahn,actor
Silver Linings Playbook ,Robert De Niro,actor
Silver Medallist ,Bo Huang,actor
Silverado ,Todd Allen,actor
Simon Birch ,Jan Hooks,actor
Simply Irresistible ,Dylan Baker,actor
Sin City ,Powers Boothe,actor
Sin City: A Dame to Kill For ,Bruce Willis,actor
Sinbad: Legend of the Seven Seas ,Adriano Giannini,actor
Singin' in the Rain ,Debbie Reynolds,actor
Sinister ,Victoria Leigh,actor
Sinister 2 ,James Ransone,actor
Sisters in Law ,Beatrice Ntuba,actor
Six Days Seven Nights ,Anne Heche,actor
Six-String Samurai ,Stephane Gauger,actor
Skin Trade ,Mike Dopud,actor
Sky Captain and the World of Tomorrow ,Laurence Olivier,actor
Sky High ,Kelly Preston,actor
Skyfall ,Helen McCrory,actor
Skyfall ,Helen McCrory,actor
Skyline ,Donald Faison,actor
Slacker ,Richard Linklater,actor
Slacker Uprising ,Eddie Vedder,actor
Slackers ,Gedde Watanabe,actor
Slam ,Saul Williams,actor
Sleep Dealer ,Jacob Vargas,actor
Sleep Tight ,Tony Corvillo,actor
Sleeper ,John Beck,actor
Sleepers ,Brad Pitt,actor
Sleepover ,Alexa PenaVega,actor
Sleepy Hollow             ,Katia Winter,actor
Sliding Doors ,Kevin McNally,actor
Sling Blade ,Dwight Yoakam,actor
Slither ,Gregg Henry,actor
Slow Burn ,LL Cool J,actor
Slow West ,Kodi Smit-McPhee,actor
Slumdog Millionaire ,Saurabh Shukla,actor
Slums of Beverly Hills ,Kevin Corrigan,actor
Small Apartments ,Saffron Burrows,actor
Small Soldiers ,Denis Leary,actor
Small Time Crooks ,Jon Lovitz,actor
Smiling Fish & Goat on Fire ,Christa Miller,actor
Smilla's Sense of Snow ,Tom Wilkinson,actor
Smoke Signals ,Irene Bedard,actor
Smokin' Aces ,Common,actor
Snake Eyes ,Mike Starr,actor
Snakes on a Plane ,Kenan Thompson,actor
Snakes on a Plane ,Kenan Thompson,actor
Snatch ,Brad Pitt,actor
Snatch ,Brad Pitt,actor
Snitch ,Harold Perrineau,actor
Snitch ,Harold Perrineau,actor
Snow Angels ,Connor Paolo,actor
Snow Day ,Mark Webber,actor
Snow Dogs ,Nichelle Nichols,actor
Snow Falling on Cedars ,Reeve Carney,actor
Snow Flower and the Secret Fan ,Russell Wong,actor
Snow Queen ,Wendee Lee,actor
Snow White and the Huntsman ,Kristen Stewart,actor
Snow White and the Seven Dwarfs ,Billy Gilbert,actor
Snow White: A Deadly Summer ,Shanley Caswell,actor
Snow White: A Tale of Terror ,Chris Bauer,actor
Snowpiercer ,Ewen Bremner,actor
Solaris ,Anatoliy Solonitsyn,actor
Soldier ,Sean Pertwee,actor
Solitary Man ,David Costabile,actor
Solitude ,Victoria Lachelle,actor
Solomon and Sheba ,George Sanders,actor
Some Guy Who Kills People ,Barry Bostwick,actor
Some Like It Hot ,Joe E. Brown,actor
Someone Like You... ,Ellen Barkin,actor
Something Borrowed ,Steve Howey,actor
Something Wicked ,Shantel VanSanten,actor
Something's Gotta Give ,Jon Favreau,actor
Somewhere ,Chris Pontius,actor
Somewhere in Time ,Bill Erwin,actor
Son of God ,Amber Rose Revah,actor
Son of the Mask ,Traylor Howard,actor
Song One ,Shawn Parsons,actor
Songcatcher ,David Patrick Kelly,actor
Sonny with a Chance             ,Tiffany Thornton,actor
Sorcerer ,Joe Spinell,actor
Sorority Boys ,Barry Watson,actor
Sorority Row ,Margo Harshman,actor
Soul Food ,Mekhi Phifer,actor
Soul Kitchen ,Moritz Bleibtreu,actor
Soul Men ,Sean Hayes,actor
Soul Plane ,Snoop Dogg,actor
Soul Surfer ,Chris Brochu,actor
Soul Survivors ,Angela Featherstone,actor
Sound of My Voice ,James Urbaniak,actor
Source Code ,Cas Anvar,actor
South Park: Bigger Longer & Uncut ,Eric Idle,actor
Southland Tales ,Curtis Armstrong,actor
Southpaw ,50 Cent,actor
Space Battleship Yamato ,Meisa Kuroki,actor
Space Chimps ,Kenan Thompson,actor
Space Cowboys ,Courtney B. Vance,actor
Space Dogs ,Evgeniy Mironov,actor
Space Jam ,Wayne Knight,actor
Space: Above and Beyond             ,Tucker Smallwood,actor
Spaceballs ,Dick Van Patten,actor
Spaced Invaders ,Royal Dano,actor
Spanglish ,Paz Vega,actor
Sparkle ,Curtis Armstrong,actor
Sparkler ,Jamie Kennedy,actor
Spartacus: War of the Damned             ,Kelvin Taylor,actor
Spawn ,Frank Welker,actor
Special ,Paul Blackthorne,actor
Species ,Marg Helgenberger,actor
Spectre ,Rory Kinnear,actor
Speed ,Alan Ruck,actor
Speed 2: Cruise Control ,Temuera Morrison,actor
Speed Racer ,Kick Gurry,actor
Speedway Junky ,Patsy Kensit,actor
Spellbound ,Rhonda Fleming,actor
Sphere ,James Pickens Jr.,actor
Sphinx ,William Hootkins,actor
Spice World ,Richard Briers,actor
Spider ,John Neville,actor
Spider-Man ,James Franco,actor
Spider-Man 2 ,James Franco,actor
Spider-Man 3 ,James Franco,actor
Spider-Man 3 ,James Franco,actor
Spirit: Stallion of the Cimarron ,Charles Napier,actor
Spirited Away ,Ry?nosuke Kamiki,actor
Splash ,Howard Morris,actor
Splice ,David Hewlett,actor
Split Second ,Alun Armstrong,actor
Spotlight ,Jamey Sheridan,actor
Spring Breakers ,Heather Morris,actor
Spun ,Nicholas Gonzalez,actor
Spy Game ,Stephen Dillane,actor
Spy Hard ,Barry Bostwick,actor
Spy Kids ,Cheech Marin,actor
Spy Kids 2: Island of Lost Dreams ,Alexa PenaVega,actor
Spy Kids 3-D: Game Over ,Salma Hayek,actor
Spy Kids: All the Time in the World in 4D ,Joel McHale,actor
St. Trinian's ,Rupert Everett,actor
St. Vincent ,Naomi Watts,actor
Stake Land ,Michael Cerveris,actor
Stan Helsing ,Kenan Thompson,actor
Stand by Me ,Frances Lee McCain,actor
Standard Operating Procedure ,Megan Ambuhl Graner,actor
Standing Ovation ,Alexis Biesiada,actor
Star Trek ,Leonard Nimoy,actor
Star Trek Beyond ,Melissa Roxburgh,actor
Star Trek II: The Wrath of Khan ,Kirstie Alley,actor
Star Trek III: The Search for Spock ,Nichelle Nichols,actor
Star Trek Into Darkness ,Bruce Greenwood,actor
Star Trek IV: The Voyage Home ,Nichelle Nichols,actor
Star Trek V: The Final Frontier ,Nichelle Nichols,actor
Star Trek VI: The Undiscovered Country ,Kurtwood Smith,actor
Star Trek: First Contact ,Alfre Woodard,actor
Star Trek: Generations ,Alan Ruck,actor
Star Trek: Insurrection ,Jonathan Frakes,actor
Star Trek: Nemesis ,LeVar Burton,actor
Star Trek: The Motion Picture ,Nichelle Nichols,actor
Star Wars: Episode I - The Phantom Menace ,Liam Neeson,actor
Star Wars: Episode II - Attack of the Clones ,Christopher Lee,actor
Star Wars: Episode III - Revenge of the Sith ,Christopher Lee,actor
Star Wars: Episode IV - A New Hope ,Peter Cushing,actor
Star Wars: Episode V - The Empire Strikes Back ,Kenny Baker,actor
Star Wars: Episode VI - Return of the Jedi ,Ian McDiarmid,actor
Star Wars: Episode VII - The Force Awakens             ,Rob Walker,actor
Star Wars: The Clone Wars             ,James Arnold Taylor,actor
Stardust ,David Kelly,actor
Stargate SG-1             ,Don S. Davis,actor
Stargate: The Ark of Truth ,Christopher Judge,actor
Starship Troopers ,Patrick Muldoon,actor
Starsky & Hutch ,Carmen Electra,actor
Starsuckers ,Harvey Weinstein,actor
State Fair ,Jeanne Crain,actor
State of Play ,Harry Lennix,actor
Stay Alive ,Frankie Muniz,actor
Stealing Harvard ,Megan Mullally,actor
Stealing Harvard ,Megan Mullally,actor
Stealth ,Joe Morton,actor
Steamboy ,Robin Atkin Downes,actor
Steel ,Annabeth Gish,actor
Step Brothers ,Adam Scott,actor
Step Up ,Alyson Stoner,actor
Step Up 2: The Streets ,Mari Koda,actor
Step Up 3D ,Stephen Boss,actor
Step Up Revolution ,Stephen Boss,actor
Stepmom ,Liam Aiken,actor
Steppin: The Movie ,Sticky Fingaz,actor
Steve Jobs ,Michael Fassbender,actor
Stick It ,Vanessa Lengies,actor
Stiff Upper Lips ,Frank Finlay,actor
Stigmata ,Enrico Colantoni,actor
Still Alice ,Hunter Parrish,actor
Stir of Echoes ,Kathryn Erbe,actor
Stitches ,Tommy Knight,actor
Stoker ,Alden Ehrenreich,actor
Stolen ,Mark Valley,actor
Stolen Summer ,Aidan Quinn,actor
Stomp the Yard ,Laz Alonso,actor
Stone ,Milla Jovovich,actor
Stone Cold ,Sam McMurray,actor
Stonewall ,Caleb Landry Jones,actor
Stop-Loss ,Channing Tatum,actor
Stories of Our Lives ,Olwenya Maina,actor
Straight A's ,Powers Boothe,actor
Straight Out of Brooklyn ,George T. Odom,actor
Straight Outta Compton ,Neil Brown Jr.,actor
Strange Wilderness ,Ashley Scott,actor
Stranger Than Fiction ,Christian Stolte,actor
Strangerland ,Reef Ireland,actor
Strangers with Candy             ,Amy Sedaris,actor
Straw Dogs ,Laz Alonso,actor
Street Fighter ,Raul Julia,actor
Street Fighter: The Legend of Chun-Li ,Robin Shou,actor
Street Kings ,Chris Evans,actor
Stripes ,Harold Ramis,actor
Striptease ,Rumer Willis,actor
Stuart Little ,Nathan Lane,actor
Stuart Little 2 ,Brad Garrett,actor
Stuck on You ,Terence Bernie Hines,actor
Stung ,Cecilia Pillado,actor
Subconscious ,Tim Abell,actor
Sublime ,Tom Cavanagh,actor
Submarine ,Paddy Considine,actor
Subway ,Isabelle Adjani,actor
Sucker Punch ,Abbie Cornish,actor
Sugar Hill ,Clarence Williams III,actor
Sugar Town ,Rosanna Arquette,actor
Suicide Squad ,Robin Atkin Downes,actor
Summer Catch ,Brian Dennehy,actor
Summer of Sam ,Jennifer Esposito,actor
Summer Storm ,Kostja Ullmann,actor
Sunday School Musical ,Mark Hengst,actor
Sunshine ,Benedict Wong,actor
Sunshine Cleaning ,Mary Lynn Rajskub,actor
Sunshine State ,Edie Falco,actor
Super ,Rainn Wilson,actor
Super 8 ,AJ Michalka,actor
Super Hybrid ,Ryan Kennedy,actor
Super Mario Bros. ,Fisher Stevens,actor
Super Size Me ,Amanda Kearsan,actor
Super Troopers ,Daniel von Bargen,actor
Superbabies: Baby Geniuses 2 ,Vanessa Angel,actor
Superbad ,Joe Lo Truglio,actor
Supercapitalist ,Linus Roache,actor
Supercross ,Mike Vogel,actor
Superhero Movie ,Tracy Morgan,actor
Superman ,Margot Kidder,actor
Superman II ,Ned Beatty,actor
Superman III ,Robert Vaughn,actor
Superman IV: The Quest for Peace ,Margot Kidder,actor
Superman Returns ,Marlon Brando,actor
Supernova ,Wilson Cruz,actor
Superstar ,Elaine Hendrix,actor
Supporting Characters ,Kevin Corrigan,actor
Sur le seuil ,Michel C?t?,actor
"Surfer, Dude ",Scott Glenn,actor
Surf's Up ,Zooey Deschanel,actor
Surrogates ,Devin Ratray,actor
Survival of the Dead ,Shawn Roberts,actor
Survivor ,Roger Rees,actor
Suspect Zero ,Kevin Chamberlin,actor
Sweet Charity ,Ricardo Montalban,actor
Sweet Home Alabama ,Mary Lynn Rajskub,actor
Sweet November ,Charlize Theron,actor
Sweet Sweetback's Baadasssss Song ,Mario Van Peebles,actor
Swelter ,Josh Henderson,actor
Swept Away ,Jeanne Tripplehorn,actor
Swimfan ,Shiri Appleby,actor
Swimming Pool ,Ludivine Sagnier,actor
Swing Vote ,Judge Reinhold,actor
Swingers ,Alex D?sert,actor
Switchback ,Claudia Stedelin,actor
Swordfish ,Don Cheadle,actor
Sydney White ,Matt Long,actor
"Synecdoche, New York ",Jennifer Jason Leigh,actor
Syriana ,Amr Waked,actor
Syriana ,Amr Waked,actor
Ta Ra Rum Pum ,Mary Goggin,actor
Tadpole ,Aaron Stanford,actor
Tae Guk Gi: The Brotherhood of War ,Bin Won,actor
Take Me Home Tonight ,Michael Biehn,actor
Take Shelter ,Shea Whigham,actor
Take the Lead ,Yaya DaCosta,actor
Taken ,Holly Valance,actor
Taken 2 ,Luke Grimes,actor
Taken 3 ,Dougray Scott,actor
Takers ,Hayden Christensen,actor
Taking Woodstock ,Kevin Chamberlin,actor
Tales from the Crypt: Demon Knight ,Jada Pinkett Smith,actor
Tales from the Hood ,Clarence Williams III,actor
Talk Radio ,Zach Grenier,actor
Talladega Nights: The Ballad of Ricky Bobby ,Leslie Bibb,actor
Tammy ,Mark Duplass,actor
Tangled ,Donna Murphy,actor
Tango ,Juan Luis Galiardo,actor
Tango & Cash ,Jack Palance,actor
Tank Girl ,Lori Petty,actor
Tanner Hall ,Amy Sedaris,actor
Tarnation ,Jonathan Caouette,actor
Taxi Driver ,Albert Brooks,actor
Taxi to the Dark Side ,George W. Bush,actor
Taxman ,Elizabeth Berkley,actor
Tea with Mussolini ,Joan Plowright,actor
Teacher's Pet ,Kelsey Grammer,actor
Team America: World Police ,Maurice LaMarche,actor
Tears of the Sun ,Tom Skerritt,actor
Ted ,Seth MacFarlane,actor
Ted 2 ,Morgan Freeman,actor
Teen Wolf Too ,Robert Neary,actor
Teenage Mutant Ninja Turtles ,Danny Woodburn,actor
Teenage Mutant Ninja Turtles ,Danny Woodburn,actor
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Paige Turco,actor
Teenage Mutant Ninja Turtles III ,John Aylward,actor
Teenage Mutant Ninja Turtles: Out of the Shadows ,Noel Fisher,actor
Teeth ,Nathan Parsons,actor
Teeth and Blood ,Steffinnie Phrommany,actor
Terminator 2: Judgment Day ,Jenette Goldstein,actor
Terminator 3: Rise of the Machines ,M.C. Gainey,actor
Terminator Genisys ,Emilia Clarke,actor
Terminator Salvation ,Bryce Dallas Howard,actor
Texas Chainsaw 3D ,Keram Malicki-S?nchez,actor
Texas Rangers ,Usher Raymond,actor
Thank You for Smoking ,Cameron Bright,actor
That Awkward Moment ,Lola Glaudini,actor
That Thing You Do! ,Charlize Theron,actor
That's My Boy ,Leighton Meester,actor
The 13th Warrior ,Vladimir Kulich,actor
The 33 ,James Brolin,actor
The 40-Year-Old Virgin ,Romany Malco,actor
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,Bryan Callen,actor
The 5th Quarter ,Kendrick Cross,actor
The 5th Wave ,Maggie Siff,actor
The 6th Day ,Michael Rapaport,actor
The Abyss ,Todd Graff,actor
The Act of Killing ,Herman Koto,actor
The Addams Family ,Raul Julia,actor
The Adjustment Bureau ,Michael Kelly,actor
The Adventurer: The Curse of the Midas Box ,Keeley Hawes,actor
The Adventures of Elmo in Grouchland ,Kevin Clash,actor
The Adventures of Ford Fairlane ,Gilbert Gottfried,actor
The Adventures of Huck Finn ,Frances Conroy,actor
The Adventures of Pinocchio ,Udo Kier,actor
The Adventures of Pluto Nash ,Randy Quaid,actor
The Adventures of Rocky & Bullwinkle ,Janeane Garofalo,actor
The Adventures of Sharkboy and Lavagirl 3-D ,Kristin Davis,actor
The Adventures of Tintin ,Mackenzie Crook,actor
The Age of Adaline ,Michiel Huisman,actor
The Age of Innocence ,Geraldine Chaplin,actor
The Alamo ,Marc Blucas,actor
The Alamo ,Marc Blucas,actor
The Algerian ,Harry Lennix,actor
The Amazing Catfish ,Vera Wilson,actor
The Amazing Spider-Man ,Andrew Garfield,actor
The Amazing Spider-Man 2 ,Andrew Garfield,actor
The American ,Thekla Reuten,actor
The American President ,Samantha Mathis,actor
The Amityville Horror ,Chlo? Grace Moretz,actor
The Andromeda Strain ,Paula Kelly,actor
The Angry Birds Movie ,Josh Gad,actor
The Animal ,Michael Papajohn,actor
The Ant Bully ,Meryl Streep,actor
The Apartment ,Ray Walston,actor
The Apostle ,Todd Allen,actor
The Apparition ,Rick Gomez,actor
The Art of Getting By ,Blair Underwood,actor
The Art of War ,Cary-Hiroyuki Tagawa,actor
The Artist ,Ed Lauter,actor
The Assassin ,Chen Chang,actor
The Assassination of Jesse James by the Coward Robert Ford ,Jeremy Renner,actor
The Astronaut Farmer ,Virginia Madsen,actor
The Astronaut's Wife ,Charlize Theron,actor
The Astronaut's Wife ,Charlize Theron,actor
The A-Team             ,Dirk Benedict,actor
The Avengers ,Robert Downey Jr.,actor
The Avengers ,Robert Downey Jr.,actor
The Aviator ,Adam Scott,actor
The Awakening ,Imelda Staunton,actor
The Baader Meinhof Complex ,Alexandra Maria Lara,actor
The Back-up Plan ,Noureen DeWulf,actor
The Bad News Bears ,Vic Morrow,actor
The Ballad of Cable Hogue ,Jason Robards,actor
The Ballad of Gregorio Cortez ,Bruce McGill,actor
The Ballad of Jack and Rose ,Susanna Thompson,actor
The Banger Sisters ,Eva Amurri Martino,actor
The Bank Job ,Saffron Burrows,actor
The Barbarian Invasions ,St?phane Rousseau,actor
The Barbarians ,Eva LaRue,actor
The Basket ,Karen Allen,actor
The Battle of Shaker Heights ,Elden Henson,actor
The Beach ,Virginie Ledoyen,actor
"The Beast from 20,000 Fathoms ",Cecil Kellaway,actor
The Beastmaster ,John Amos,actor
The Beaver ,Cherry Jones,actor
The Believer ,Theresa Russell,actor
The Benchwarmers ,Jon Heder,actor
The Best Exotic Marigold Hotel ,Penelope Wilton,actor
The Best Little Whorehouse in Texas ,Barry Corbin,actor
The Best Man ,Sanaa Lathan,actor
The Best Man Holiday ,Sanaa Lathan,actor
The Best of Me ,Gerald McRaney,actor
The Best Offer ,Sean Buchanan,actor
The Best Years of Our Lives ,Teresa Wright,actor
The Betrayed ,Christian Campbell,actor
The Beyond ,David Warbeck,actor
The BFG ,Penelope Wilton,actor
The Big Bounce ,Andrew Wilson,actor
The Big Hit ,Elliott Gould,actor
The Big Lebowski ,Jeff Bridges,actor
The Big Parade ,Ren?e Ador?e,actor
The Big Short ,Christian Bale,actor
The Big Swap ,Mark Caven,actor
The Big Tease ,Frances Fisher,actor
The Big Wedding ,Robert De Niro,actor
The Big Year ,Kevin Pollak,actor
The Birth of a Nation ,Nate Parker,actor
The Black Dahlia ,Mia Kirshner,actor
The Black Hole ,Maximilian Schell,actor
The Black Stallion ,Kelly Reno,actor
The Blair Witch Project ,Joshua Leonard,actor
The Blind Side ,Quinton Aaron,actor
The Blood of Heroes ,Joan Chen,actor
The Blue Bird ,Nigel Bruce,actor
The Blue Butterfly ,Marc Donato,actor
The Blue Lagoon ,Christopher Atkins,actor
The Blue Room ,L?a Drucker,actor
The Blues Brothers ,Aretha Franklin,actor
The Bodyguard ,Mike Starr,actor
The Bold and the Beautiful             ,Katherine Kelly Lang,actor
The Bone Collector ,Angelina Jolie Pitt,actor
The Book of Eli ,Mila Kunis,actor
The Book of Life ,Hector Elizondo,actor
"The Book of Mormon Movie, Volume 1: The Journey ",Kirby Heyborne,actor
The Book Thief ,Sophie N?lisse,actor
The Boondock Saints ,David Della Rocco,actor
The Boondock Saints II: All Saints Day ,Julie Benz,actor
The Border             ,Marian Dziedziel,actor
The Borrowers ,Bradley Pierce,actor
The Boss ,Tyler Labine,actor
The Bounty ,Anthony Hopkins,actor
The Bounty Hunter ,Dorian Missick,actor
The Bourne Identity ,Josh Hamilton,actor
The Bourne Legacy ,Scott Glenn,actor
The Bourne Supremacy ,Joan Allen,actor
The Bourne Ultimatum ,Edgar Ram?rez,actor
The Box ,Gillian Jacobs,actor
The Boxtrolls ,Dee Bradley Baker,actor
The Boy ,Rupert Evans,actor
The Boy in the Striped Pajamas ,Sheila Hancock,actor
The Boy Next Door ,Hill Harper,actor
The Boys from Brazil ,Anne Meara,actor
The Brain That Wouldn't Die ,Jason Evers,actor
The Brass Teapot ,Michael Angarano,actor
The Brave Little Toaster ,Phil Hartman,actor
The Break-Up ,John Michael Higgins,actor
The Bridge of San Luis Rey ,F. Murray Abraham,actor
The Bridge on the River Kwai ,Sessue Hayakawa,actor
The Bridges of Madison County ,Meryl Streep,actor
The Broadway Melody ,Bessie Love,actor
The Broken Hearts Club: A Romantic Comedy ,Nia Long,actor
The Brothers ,Tatyana Ali,actor
The Brothers Bloom ,Maximilian Schell,actor
The Brothers Grimm ,Heath Ledger,actor
The Brothers McMullen ,Michael McGlone,actor
The Brothers Solomon ,Lee Majors,actor
The Brown Bunny ,Cheryl Tiegs,actor
The Bubble ,Lior Ashkenazi,actor
The Bucket List ,Noel Gugliemi,actor
The Business of Fancydancing ,Leo Rossi,actor
The Business of Strangers ,Tony Devon,actor
The Butterfly Effect ,Eric Stoltz,actor
The Cabin in the Woods ,Bradley Whitford,actor
The Cable Guy ,Janeane Garofalo,actor
The Californians ,Joanne Whalley,actor
The Call ,Tara Platt,actor
The Call of Cthulhu ,David Mersault,actor
The Calling ,Ellen Burstyn,actor
The Calling ,Ellen Burstyn,actor
The Campaign ,Thomas Middleditch,actor
The Canyons ,Gus Van Sant,actor
The Case of the Grinning Cat ,Bertrand Cantat,actor
The Cat in the Hat ,Kelly Preston,actor
The Cave ,Cole Hauser,actor
The Caveman's Valentine ,Tamara Tunie,actor
The Celebration ,Paprika Steen,actor
The Cell ,Jake Weber,actor
The Chambermaid on the Titanic ,Aitana S?nchez-Gij?n,actor
The Change-Up ,Olivia Wilde,actor
The Charge of the Light Brigade ,David Niven,actor
The Children of Huang Shi ,Guang Li,actor
