director_name,duration,actor_2_name,gross,actor_1_name,movie_title,num_voted_users,actor_3_name,language,country,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Family,Musical,Romance,Mystery,Western,Comedy,Sport,Horror,Drama,War,History,Animation,Biography,Crime
David McNally,107,Tyra Banks,60786269,Adam Garcia,Coyote Ugly?,90539,Izabella Miko,English,USA,45000000,2000,5.6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Jesse Vaughan,91,Jenifer Lewis,13571817,Vivica A. Fox,Juwanna Mann?,5312,Kevin Pollak,English,USA,15600000,2002,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Jimmy Hayward,91,Carlos Ponce,55747724,Amy Poehler,Free Birds?,18042,Dan Fogler,English,USA,55000000,2013,5.9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Kevin Greutert,92,Shawnee Smith,27669413,Costas Mandylor,Saw VI?,76207,George Newbern,English,Canada,11000000,2009,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jerry Zucker,127,Tony Goldwyn,217631306,Demi Moore,Ghost?,154199,Phil Leeds,English,USA,22000000,1990,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Kenneth Johnson,97,Annabeth Gish,1686429,Charles Napier,Steel?,8687,Hill Harper,English,USA,16000000,1997,2.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sidney Lumet,107,Anne Bancroft,141853,Kyra Sedgwick,Critical Care?,1427,Albert Brooks,English,Australia,12000000,1997,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Danny DeVito,89,Amber Valletta,9652000,Justin Theroux,Duplex?,46205,Harvey Fierstein,English,USA,40000000,2003,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reinhard Klooss,93,Vanessa Redgrave,,Jim Broadbent,Animals United?,4599,James Corden,German,Germany,,2010,4.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
John Waters,95,Sam Waterston,7881335,Kathleen Turner,Serial Mom?,21212,Traci Lords,English,USA,13000000,1994,6.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mark Rosman,95,Lin Shaye,51431160,Dan Byrd,A Cinderella Story?,62861,Julie Gonzalo,English,USA,20000000,2004,5.9,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Jean-Pierre Jeunet,116,Michael Wincott,47748610,Gary Dourdan,Alien: Resurrection?,170179,Raymond Cruz,English,USA,75000000,1997,6.3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lawrence Kasanoff,91,Larry Miller,,Jerry Stiller,Foodfight!?,4377,Harvey Fierstein,English,USA,65000000,2012,1.7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Ernie Barbarash,103,Michael J. Morris,8691,Michael Jai White,Falcon Rising?,4952,Lateef Crowder,English,USA,4500000,2014,5.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Kramer,101,Paul Sorvino,8243880,Estella Warren,The Cooler?,28714,Shawn Hatosy,English,USA,3200000,2003,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
David Silverman,87,Yeardley Smith,183132370,Albert Brooks,The Simpsons Movie?,259083,Marcia Wallace,English,USA,75000000,2007,7.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Amy Heckerling,92,Justin Kirk,2964,Taylor Negron,Vamps?,7444,Ivan Sergei,English,USA,16000000,2012,5.1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Greg Berlanti,94,Nia Long,1744858,Justin Theroux,The Broken Hearts Club: A Romantic Comedy?,6084,Mary McCormack,English,USA,1000000,2000,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Milos Forman,180,F. Murray Abraham,51600000,Jeffrey Jones,Amadeus?,270790,Tom Hulce,English,USA,18000000,1984,8.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
Anthony C. Ferrante,97,John Heard,,Ian Ziering,Sharknado?,34532,Cassandra Scerbo,English,USA,1000000,2013,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Steven Quale,92,Jacqueline MacInnes Wood,42575718,Emma Bell,Final Destination 5?,83788,Courtney B. Vance,English,USA,40000000,2011,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mira Nair,113,Chazz Palminteri,2832826,Anjelica Huston,The Perez Family?,1761,Vincent Gallo,English,USA,11000000,1995,6.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Antoine Fuqua,96,Clifton Collins Jr.,18967571,Mira Sorvino,The Replacement Killers?,23345,Patrick Kilpatrick,English,USA,30000000,1998,6.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Matt Maiellaro,86,Fred Armisen,5518918,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters?,12160,Chris Kattan,English,USA,750000,2007,6.9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
James Bridges,107,Phoebe Cates,16118077,Dianne Wiest,"Bright Lights, Big City?",5817,Swoosie Kurtz,English,USA,25000000,1988,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Joel Coen,107,Tim Blake Nelson,45506619,Holly Hunter,"O Brother, Where Art Thou??",225102,Daniel von Bargen,English,UK,26000000,2000,7.8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Bruce McCulloch,85,Megan Mullally,13973532,Martin Starr,Stealing Harvard?,11211,Chris Penn,English,USA,25000000,2002,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bruce McCulloch,85,Megan Mullally,13973532,Martin Starr,Stealing Harvard?,11211,Chris Penn,English,USA,25000000,2002,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Eric Bross,87,Esai Morales,,Teri Polo,We Have Your Husband?,216,Nicholas Gonzalez,English,USA,5000000,2011,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
John Waters,87,Melanie Griffith,1276984,Alicia Witt,Cecil B. DeMented?,11403,Kevin Nealon,English,France,10000000,2000,6.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Perry Andelin Blake,80,Kenan Thompson,40363530,Jennifer Esposito,The Master of Disguise?,18254,James Brolin,English,USA,16000000,2002,3.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
James Isaac,85,Kane Hodder,12610731,Peter Mensah,Jason X?,38985,Lexa Doig,English,USA,11000000,2001,4.4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mel Smith,86,Danny Dyer,226792,Minnie Driver,High Heels and Low Lifes?,3080,Mary McCormack,English,UK,10000000,2001,6.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Michael Schultz,94,Kimberly Elise,6879730,Loretta Devine,Woman Thou Art Loosed?,806,Clifton Powell,English,USA,,2004,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oliver Stone,140,Kevin Dillon,35183792,Michael Wincott,The Doors?,68159,Kathleen Quinlan,English,USA,38000000,1991,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Harald Zwart,102,Frankie Muniz,47285499,Daniel Roebuck,Agent Cody Banks?,26755,Chris Gauthier,English,USA,26000000,2003,5,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Albert Hughes,97,Larenz Tate,27900000,Jada Pinkett Smith,Menace II Society?,39508,Khandi Alexander,English,USA,3500000,1993,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Roger Donaldson,108,Akie Kotabe,24984868,Luke Bracey,The November Man?,50056,Will Patton,English,USA,15000000,2014,6.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Wan,103,Barbara Hershey,53991137,Lin Shaye,Insidious?,202800,Philip Friedman,English,USA,1500000,2010,6.8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
,60,Daniella Alonso,,Dorian Missick,Animal Kingdom?            ,3673,Ellen Barkin,English,USA,,,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Darin Scott,95,Shantel VanSanten,,Julian Morris,Something Wicked?,976,John Robinson,English,USA,3000000,2014,4.8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Martin Lawrence,108,Lynn Whitfield,34746109,Faizon Love,A Thin Line Between Love and Hate?,3122,Della Reese,English,USA,8000000,1996,5.6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Steve Beck,91,Embeth Davidtz,41867960,Shannon Elizabeth,Thir13en Ghosts?,65512,F. Murray Abraham,English,USA,20000000,2001,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mike Mayhall,88,Cody Howard,,David Raizor,Running Forever?,8,Martin Kove,English,USA,5000000,2015,8.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ava DuVernay,97,David Oyelowo,78030,Omari Hardwick,Middle of Nowhere?,1034,Lorraine Toussaint,English,USA,200000,2012,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
John Eng,80,Cree Summer,39399750,Elizabeth Daily,Rugrats Go Wild?,5674,Nancy Cartwright,English,USA,25000000,2003,5.6,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Andrew Bergman,117,Rumer Willis,32800000,Demi Moore,Striptease?,34896,Paul Guilfoyle,English,USA,40000000,1996,4.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Rian Johnson,114,Maximilian Schell,3519627,Zachary Gordon,The Brothers Bloom?,41737,Nora Zehetner,English,USA,20000000,2008,6.9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Max Joseph,96,Emily Ratajkowski,3590010,Vanessa Lengies,We Are Your Friends?,20885,Jonny Weston,English,UK,2000000,2015,6.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Rod Lurie,131,Delroy Lindo,18208078,Clifton Collins Jr.,The Last Castle?,57100,Michael Irby,English,USA,60000000,2001,6.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jill Sprecher,96,Bob Balaban,444354,Alanna Ubach,Clockwatchers?,4049,Jamie Kennedy,English,UK,,1997,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Peter Hedges,80,Adrian Martinez,2360184,Oliver Platt,Pieces of April?,18035,Derek Luke,English,USA,300000,2003,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kenny Ortega,111,Corbin Bleu,,Lucas Grabeel,High School Musical 2?,39786,Olesya Rulin,English,USA,7000000,2007,4.8,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
David Zucker,90,Tyler Labine,15549702,Carmen Electra,My Boss's Daughter?,24038,Molly Shannon,English,USA,14000000,2003,4.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Sidney J. Furie,134,Margot Kidder,15681020,Jim Broadbent,Superman IV: The Quest for Peace?,33570,William Hootkins,English,UK,17000000,1987,3.6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J.S. Cardone,90,Kerr Smith,6755271,Brendan Fehr,The Forsaken?,7319,Izabella Miko,English,USA,5000000,2001,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Paul Weitz,107,Sarita Choudhury,18004225,Tina Fey,Admission?,28573,Christopher Evan Welch,English,USA,13000000,2013,5.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Rupert Wainwright,103,Enrico Colantoni,50041732,Nia Long,Stigmata?,54390,Portia de Rossi,English,USA,29000000,1999,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trey Parker,81,Eric Idle,52008288,Minnie Driver,South Park: Bigger Longer & Uncut?,162037,Trey Parker,English,USA,21000000,1999,7.8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Michael Rymer,101,Lena Olin,30307804,Aaliyah,Queen of the Damned?,43991,Bruce Spence,English,USA,35000000,2002,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Malcolm D. Lee,86,Eddie Griffin,38230435,Dave Chappelle,Undercover Brother?,29661,Chi McBride,English,USA,25000000,2002,5.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Willard Huyck,110,Jeffrey Jones,16295774,Lea Thompson,Howard the Duck?,33669,Jordan Prentice,English,USA,35000000,1986,4.6,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Len Wiseman,102,Tony Curran,62318875,Sophia Myles,Underworld: Evolution?,156225,Derek Jacobi,English,USA,50000000,2006,6.8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Polanski,136,Mia Farrow,,John Cassavetes,Rosemary's Baby?,140527,Charles Grodin,English,USA,2300000,1968,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Amy Holden Jones,88,Sally Kirkland,,Jamie Lee Curtis,Love Letters?,487,Amy Madigan,English,USA,550000,1983,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Atom Egoyan,103,Mia Kirshner,5132222,Bruce Greenwood,Exotica?,14112,Sarah Polley,English,Canada,2000000,1994,7.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
David Cronenberg,115,Sarah Polley,2840417,Jennifer Jason Leigh,eXistenZ?,77493,Callum Rennie,English,Canada,31000000,1999,6.8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kevin Smith,97,Jason Mewes,24138847,Ethan Suplee,Clerks II?,114797,Brian O'Halloran,English,USA,5000000,2006,7.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eli Roth,93,Takashi Miike,47277326,Jay Hernandez,Hostel?,138814,Rick Hoffman,English,USA,4800000,2005,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mary Lambert,103,Fred Gwynne,57469179,Miko Hughes,Pet Sematary?,63855,Denise Crosby,English,USA,11500000,1989,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Les Mayfield,93,Dave Chappelle,68208190,Peter Greene,Blue Streak?,60572,Tamala Jones,English,USA,65000000,1999,6.3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Peter Farrelly,113,Mike Starr,127175354,Lauren Holly,Dumb & Dumber?,288451,Teri Garr,English,USA,16000000,1994,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matthew Hastings,95,Marc Trottier,,Meghan Ory,Decoys?,4041,Corey Sevier,English,Canada,5000000,2004,4.6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Anne Fletcher,111,Bern Cohen,76806312,Judy Greer,27 Dresses?,124501,Yetta Gottesman,English,USA,30000000,2008,6.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Andrew Stanton,98,Fred Willard,223806889,John Ratzenberger,WALL?E?,718837,Jeff Garlin,English,USA,180000000,2008,8.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
James Wan,106,Barbara Hershey,83574831,Lin Shaye,Insidious: Chapter 2?,109214,Leigh Whannell,English,USA,5000000,2013,6.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Charles S. Dutton,110,Charles S. Dutton,5881504,Omar Epps,Against the Ropes?,5917,Tim Daly,English,USA,39000000,2004,5.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Isabel Coixet,106,Julian Richings,395592,Sarah Polley,My Life Without Me?,21202,Amanda Plummer,English,Spain,2000000,2003,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
James O'Brien,105,Vivian Lamolli,,Mark Fantasia,Western Religion?,146,Greg Jackson,English,USA,250000,2015,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Mike Mitchell,100,Kelly Preston,63939454,Michael Angarano,Sky High?,61321,Nicholas Braun,English,USA,35000000,2005,6.2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Frank Oz,96,Vincent Kartheiser,35617599,Steve Coogan,The Indian in the Cupboard?,20688,David Keith,English,USA,45000000,1995,5.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Don Hall,102,Daniel Henney,222487711,Damon Wayans Jr.,Big Hero 6?,279093,Abraham Benrubi,English,USA,165000000,2014,7.9,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Nanette Burstein,102,Kelli Garner,17797316,Rob Riggle,Going the Distance?,50523,Jim Gaffigan,English,USA,32000000,2010,6.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Andrew Morahan,99,Mako,13829734,Christopher Lambert,Highlander: The Final Dimension?,16194,Mario Van Peebles,English,Canada,26000000,1994,4.3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eli Craig,89,Tyler Labine,223615,Katrina Bowden,Tucker and Dale vs Evil?,127842,Chelan Simmons,English,Canada,,2010,7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Roger Spottiswoode,119,Colin Salmon,125332007,Vincent Schiavelli,Tomorrow Never Dies?,149680,Joe Don Baker,English,UK,110000000,1997,6.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Atencio,100,Will Forte,20566327,Nia Long,Keanu?,15385,Keegan-Michael Key,English,USA,15000000,2016,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joseph L. Mankiewicz,251,Richard Burton,57750000,Martin Landau,Cleopatra?,21554,Roddy McDowall,English,UK,31115000,1963,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
Steve Carr,91,Adhir Kalyan,20819129,Erick Avari,Paul Blart: Mall Cop?,84209,Allen Covert,English,USA,26000000,2009,5.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mel Brooks,87,Dom DeLuise,,Sid Caesar,Silent Movie?,12666,Bernadette Peters,,USA,4400000,1976,6.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Michael Anderson,119,Jenny Agutter,25000000,Farrah Fawcett,Logan's Run?,39847,Peter Ustinov,English,USA,9000000,1976,6.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Read Johnson,99,Lara Flynn Boyle,16671505,Joe Mantegna,Baby's Day Out?,33186,Cynthia Nixon,English,USA,50000000,1994,5.9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Eric Leighton,82,D.B. Sweeney,137748063,Alfre Woodard,Dinosaur?,38438,Della Reese,English,USA,127500000,2000,6.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mike Binder,118,Erika Christensen,18761993,Alicia Witt,The Upside of Anger?,19007,Joan Allen,English,USA,9000000,2005,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pete Docter,95,Mindy Kaling,356454367,Amy Poehler,Inside Out?,345198,Phyllis Smith,English,USA,175000000,2015,8.3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
John Glen,131,Alison Doody,50300000,Patrick Macnee,A View to a Kill?,68565,Tanya Roberts,English,UK,30000000,1985,6.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Levinson,110,Daniel Stern,14100000,Steve Guttenberg,Diner?,14995,Ellen Barkin,English,USA,5000000,1982,7.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Dario Argento,120,Adrienne Barbeau,349618,John Amos,Two Evil Eyes?,4302,Sally Kirkland,English,Italy,9000000,1990,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lionel C. Martin,93,Gilbert Gottfried,13960203,Bernie Mac,How to Be a Player?,2301,Lark Voorhies,English,USA,,1997,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Angelina Jolie Pitt,137,Jack O'Connell,115603980,Finn Wittrock,Unbroken?,103589,Alex Russell,English,USA,65000000,2014,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Angelina Jolie Pitt,137,Jack O'Connell,115603980,Finn Wittrock,Unbroken?,103589,Alex Russell,English,USA,65000000,2014,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Mel Brooks,96,Dick Van Patten,38119483,Joan Rivers,Spaceballs?,136667,Michael Winslow,English,USA,22700000,1987,7.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bob Clark,97,Dom DeLuise,27141959,Kathleen Turner,Baby Geniuses?,19547,Ruby Dee,English,USA,18000000,1999,2.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Uwe Boll,92,Udo Kier,1550000,Meat Loaf,BloodRayne?,30628,Michael Par?,English,USA,25000000,2005,2.9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Andrew Bergman,95,Nathan Lane,2954405,Stockard Channing,Isn't She Great?,1977,John Larroquette,English,USA,36000000,2000,5.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Miguel Sapochnik,119,RZA,13763130,Alice Braga,Repo Men?,87768,Yvette Nicole Brown,English,USA,32000000,2010,6.3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kat Coiro,100,Geoff Stults,20186,Justin Kirk,L!fe Happens?,6025,Kristen Johnston,English,USA,930000,2011,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stuart Baird,133,Joe Morton,68750000,Oliver Platt,Executive Decision?,40858,J.T. Walsh,English,USA,55000000,1996,6.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Levant,99,Nichelle Nichols,81150692,James Coburn,Snow Dogs?,20219,M. Emmet Walsh,English,Canada,35000000,2002,5.1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Paul Abascal,84,Tom Hollander,15712072,Cole Hauser,Paparazzi?,13210,Kelly Carlson,English,USA,20000000,2004,5.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dean Parisot,91,Jake Busey,10443316,Catherine O'Hara,Home Fries?,7159,Shelley Duvall,English,USA,15000000,1998,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Kelly Makin,102,Burt Young,33864342,Jeanne Tripplehorn,Mickey Blue Eyes?,29968,Vincent Pastore,English,UK,40000000,1999,5.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
John Woo,108,Samantha Mathis,70450000,Delroy Lindo,Broken Arrow?,77390,Bob Gunton,English,USA,50000000,1996,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Mirkin,123,Anne Bancroft,40334024,Sarah Silverman,Heartbreakers?,44168,Jeffrey Jones,English,USA,35000000,2001,6.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Chris Weitz,87,Mark Addy,64172251,Chazz Palminteri,Down to Earth?,19079,Wanda Sykes,English,USA,30000000,2001,5.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frederik Du Chau,102,Frankie Muniz,49186871,Bruce Greenwood,Racing Stripes?,12570,M. Emmet Walsh,English,USA,,2005,5.2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
John Stephenson,100,Hans Matheson,2209479,Samantha Barks,The Christmas Candle?,844,Lesley Manville,English,UK,,2013,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Maurice Joyce,77,Constance Shulman,19421271,Frank Welker,Doug's 1st Movie?,2448,Alice Playten,English,USA,5000000,1999,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Cathy Malkasian,85,Flea,39880476,Alfre Woodard,The Wild Thornberrys Movie?,12218,Cree Summer,English,USA,25000000,2002,5.2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Richard Lester,116,Ned Beatty,108200000,Margot Kidder,Superman II?,76331,Jackie Cooper,English,USA,54000000,1980,6.8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
David Zucker,83,Geoffrey Arend,7001720,Chriss Anglin,An American Carol?,8560,Gary Coleman,English,USA,12000000,2008,4.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adam Marcus,91,Leslie Jordan,15935068,Kane Hodder,Jason Goes to Hell: The Final Friday?,19331,Erin Gray,English,USA,2500000,1993,4.3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tim Burton,126,Vincent Schiavelli,162831698,Michael Gough,Batman Returns?,215255,Andrew Bryniarski,English,USA,80000000,1992,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Friedberg,82,Dave Foley,36658108,Diedrich Bader,Vampires Suck?,39095,Anneliese van der Pol,English,USA,20000000,2010,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tommy Lee Jones,122,Tim Blake Nelson,2428883,Barry Corbin,The Homesman?,21370,Miranda Otto,English,USA,16000000,2014,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Hyung-rae Shim,100,Stephanie Danielson,163591,Jason Mewes,The Last Godfather?,912,Michael Rispoli,English,South Korea,13400000,2010,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lars von Trier,140,Udo Kier,4157491,Catherine Deneuve,Dancer in the Dark?,79330,Bj?rk,English,Denmark,12800000,2000,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Jay Chandrasekhar,100,Daniel von Bargen,18488314,Geoffrey Arend,Super Troopers?,76151,Jay Chandrasekhar,English,USA,1200000,2001,7.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
