movie	title_year	duration	gross	imdb_score	budget
Shorts 	2009	89	20916309	4.9	40000000
Shotgun Stories 	2007	92	45661	7.3	
Should've Been Romeo 	2012			6.7	5000000
Show Boat 	1951	108		7	2295429
Show Me 	2004	97		6	900000
Showdown in Little Tokyo 	1991	79	2275557	6	8000000
Showgirls 	1995	131	20302961	4.6	45000000
Shrek 	2001	90	267652016	7.9	60000000
Shrek 2 	2004	93	436471036	7.2	150000000
Shrek Forever After 	2010	93	238371987	6.4	165000000
Shrek the Third 	2007	93	320706665	6.1	160000000
Shutter 	2008	90	25926543	5.2	8000000
Shutter Island 	2010	138	127968405	8.1	80000000
Sicario 	2015	121	46875468	7.6	30000000
Sicko 	2007	123	24530513	8	9000000
Side Effects 	2013	106	32154410	7.1	30000000
Side Effects 	2013	106	32154410	7.1	30000000
Sideways 	2004	126	71502303	7.5	12000000
Signed Sealed Delivered 	2013	87		7.7	
Signs 	2002	106	227965690	6.7	72000000
Silent Hill 	2006	132	46982632	6.6	50000000
Silent Hill: Revelation 3D 	2012	95	17529157	5	20000000
Silent House 	2011	86	12555230	5.3	2000000
Silent Movie 	1976	87		6.7	4400000
Silent Running 	1972	89		6.7	1000000
Silent Trigger 	1996	88		5.6	9000000
Silmido 	2003	135		7.2	8000000
Silver Linings Playbook 	2012	122	132088910	7.8	21000000
Silver Medallist 	2009	99		7.4	15000000
Silverado 	1985	133	33200000	7.2	26000000
Simon Birch 	1998	114	18252684	6.9	30000000
Simply Irresistible 	1999	96	4394936	5.3	6000000
Sin City 	2005	147	74098862	8.1	40000000
Sin City: A Dame to Kill For 	2014	102	13750556	6.5	65000000
Sinbad: Legend of the Seven Seas 	2003	85	26288320	6.7	60000000
Singin' in the Rain 	1952	103		8.3	2540800
Sinister 	2012	110	48056940	6.8	3000000
Sinister 2 	2015	97	27736779	5.2	10000000
Sisters in Law 	2005	104	32631	7.5	
Six Days Seven Nights 	1998	98	74329966	5.7	70000000
Six-String Samurai 	1998	91	124494	6.7	2000000
Skin Trade 	2014	96	162	5.7	9000000
Sky Captain and the World of Tomorrow 	2004	106	37760080	6.1	70000000
Sky High 	2005	100	63939454	6.2	35000000
Skyfall 	2012	143	304360277	7.8	200000000
Skyfall 	2012	143	304360277	7.8	200000000
Skyline 	2010	97	21371425	4.4	10000000
Slacker 	1991	100	1227508	7.1	23000
Slacker Uprising 	2007	102		5.3	2000000
Slackers 	2002	86	4814244	5.3	11000000
Slam 	1998	100	982214	7.2	1000000
Sleep Dealer 	2008	90	75727	5.9	2500000
Sleep Tight 	2011	102		7.2	5000000
Sleeper 	1973	89		7.3	2000000
Sleepers 	1996	147	53300852	7.5	44000000
Sleepover 	2004	89	8070311	5.3	10000000
Sleepy Hollow             		45		7.5	
Sliding Doors 	1998	99	11883495	6.8	9000000
Sling Blade 	1996	148	24475416	8	890000
Slither 	2006	95	7774730	6.5	15500000
Slow Burn 	2005	93	1181197	5.9	15500000
Slow West 	2015	84	229094	6.9	
Slumdog Millionaire 	2008	120	141319195	8	15000000
Slums of Beverly Hills 	1998	91	5480318	6.6	5000000
Small Apartments 	2012	96		6.1	2000000
Small Soldiers 	1998	108	53955614	6.1	40000000
Small Time Crooks 	2000	94	17071230	6.7	18000000
Smiling Fish & Goat on Fire 	1999	90	277233	7.6	40000
Smilla's Sense of Snow 	1997	121	2221994	6.4	35000000
Smoke Signals 	1998	89	6719300	7.2	2000000
Smokin' Aces 	2006	109	35635046	6.7	17000000
Snake Eyes 	1998	98	55585389	5.9	69000000
Snakes on a Plane 	2006	105	34014398	5.6	33000000
Snakes on a Plane 	2006	105	34014398	5.6	33000000
Snatch 	2000	104	30093107	8.3	6000000
Snatch 	2000	104	30093107	8.3	6000000
Snitch 	2013	112	42919096	6.5	15000000
Snitch 	2013	112	42919096	6.5	15000000
Snow Angels 	2007	107	402820	6.9	
Snow Day 	2000	89	60008303	4.9	13000000
Snow Dogs 	2002	99	81150692	5.1	35000000
Snow Falling on Cedars 	1999	127	14378353	6.8	36000000
Snow Flower and the Secret Fan 	2011	104	1346503	6.1	6000000
Snow Queen 	2012	80		5.3	7000000
Snow White and the Huntsman 	2012	132	155111815	6.1	170000000
Snow White and the Seven Dwarfs 	1937	83	184925485	7.7	2000000
Snow White: A Deadly Summer 	2012	83		2.2	1000000
Snow White: A Tale of Terror 	1997	100		6.3	26000000
Snowpiercer 	2013	126	4563029	7	39200000
Solaris 	1972	115		8.1	1000000
Soldier 	1998	99	14567883	6	75000000
Solitary Man 	2009	90	4360548	6.4	15000000
Solitude 	2014	89		6.8	
Solomon and Sheba 	1959	141		6.2	5000000
Some Guy Who Kills People 	2011	97		6.4	300000
Some Like It Hot 	1959	120	25000000	8.3	2883848
Someone Like You... 	2001	97	27338033	6.1	23000000
Something Borrowed 	2011	112	39026186	5.9	35000000
Something Wicked 	2014	95		4.8	3000000
Something's Gotta Give 	2003	128	124590960	6.7	80000000
Somewhere 	2010	97	1768416	6.3	7000000
Somewhere in Time 	1980	103		7.3	5100000
Son of God 	2014	170	59696176	5.6	22000000
Son of the Mask 	2005	94	17010646	2.2	84000000
Song One 	2014	86	20200	5.8	6000000
Songcatcher 	2000	109	3050934	7.3	1800000
Sonny with a Chance             		23		6.1	
Sorcerer 	1977	92		7.7	12000000
Sorority Boys 	2002	93	10198766	5.4	12000000
Sorority Row 	2009	101	11956207	5.1	16000000
Soul Food 	1997	115	43490057	6.9	7500000
Soul Kitchen 	2009	99	274385	7.3	4000000
Soul Men 	2008	100	12081447	6.5	
Soul Plane 	2004	92	13922211	4.4	16000000
Soul Surfer 	2011	106	43853424	7.1	18000000
Soul Survivors 	2001	84	3100650	3.9	14000000
Sound of My Voice 	2011	85	405614	6.7	
Source Code 	2011	93	54696902	7.5	32000000
South Park: Bigger Longer & Uncut 	1999	81	52008288	7.8	21000000
Southland Tales 	2006	160	273420	5.5	17000000
Southpaw 	2015	124	52418902	7.5	30000000
Space Battleship Yamato 	2010	138		6.1	12000000
Space Chimps 	2008	81	30105968	4.5	37000000
Space Cowboys 	2000	130	90454043	6.4	65000000
Space Dogs 	2010	85		5.2	25000000
Space Jam 	1996	88	90443603	6.3	80000000
Space: Above and Beyond             		60		7.7	5000000
Spaceballs 	1987	96	38119483	7.1	22700000
Spaced Invaders 	1990	100	15369573	5.3	3000000
Spanglish 	2004	131	42044321	6.5	80000000
Sparkle 	2012	116	24397469	5.7	17000000
Sparkler 	1997	90	5494	5.6	
Spartacus: War of the Damned             		55		8.6	
Spawn 	1997	98	54967359	5.2	40000000
Special 	2006	81	6387	6.9	1000000
Species 	1995	108	60054449	5.8	35000000
Spectre 	2015	148	200074175	6.8	245000000
Speed 	1994	116	121248145	7.2	25000000
Speed 2: Cruise Control 	1997	121	48068396	3.7	160000000
Speed Racer 	2008	135	43929341	6.1	120000000
Speedway Junky 	1999	105		5.2	1000000
Spellbound 	1945	95		7.6	1696377
Sphere 	1998	134	36976367	6	75000000
Sphinx 	1981	118	800000	5.2	14000000
Spice World 	1997	93	29247405	3.3	25000000
Spider 	2002	98	1641788	6.8	8000000
Spider-Man 	2002	121	403706375	7.3	139000000
Spider-Man 2 	2004	135	373377893	7.3	200000000
Spider-Man 3 	2007	156	336530303	6.2	258000000
Spider-Man 3 	2007	156	336530303	6.2	258000000
Spirit: Stallion of the Cimarron 	2002	83	73215310	7	80000000
Spirited Away 	2001	125	10049886	8.6	19000000
Splash 	1984	111	69800000	6.2	8000000
Splice 	2009	104	16999046	5.8	26000000
Split Second 	1992	96	5430822	6.2	7000000
Spotlight 	2015	128	44988180	8.1	20000000
Spring Breakers 	2012	94	14123773	5.3	5000000
Spun 	2002	106	410241	6.8	2000000
Spy Game 	2001	114	26871	7	92000000
Spy Hard 	1996	81	26906039	5.3	18000000
Spy Kids 	2001	88	112692062	5.4	35000000
Spy Kids 2: Island of Lost Dreams 	2002	100	85570368	5.1	38000000
Spy Kids 3-D: Game Over 	2003	84	111760631	4.1	38000000
Spy Kids: All the Time in the World in 4D 	2011	89	38536376	3.6	27000000
St. Trinian's 	2007	100		5.8	13500000
St. Vincent 	2014	102	44134898	7.3	13000000
Stake Land 	2010	98	18469	6.5	650000
Stan Helsing 	2009	90		3.6	
Stand by Me 	1986	89	52287414	8.1	8000000
Standard Operating Procedure 	2008	118	228830	7.5	
Standing Ovation 	2010	105	531806	3.4	
Star Trek 	2009	127	257704099	8	150000000
Star Trek Beyond 	2016	122	130468626	7.5	185000000
Star Trek II: The Wrath of Khan 	1982	116	78900000	7.7	11000000
Star Trek III: The Search for Spock 	1984	105	76400000	6.6	17000000
Star Trek Into Darkness 	2013	132	228756232	7.8	190000000
Star Trek IV: The Voyage Home 	1986	119	109713132	7.3	25000000
Star Trek V: The Final Frontier 	1989	107	55210049	5.4	27800000
Star Trek VI: The Undiscovered Country 	1991	110	74888996	7.2	30000000
Star Trek: First Contact 	1996	111	92001027	7.6	45000000
Star Trek: Generations 	1994	118	75668868	6.6	35000000
Star Trek: Insurrection 	1998	103	70117571	6.4	58000000
Star Trek: Nemesis 	2002	116	43119879	6.4	60000000
Star Trek: The Motion Picture 	1979	143	82300000	6.4	35000000
Star Wars: Episode I - The Phantom Menace 	1999	136	474544677	6.5	115000000
Star Wars: Episode II - Attack of the Clones 	2002	142	310675583	6.7	115000000
Star Wars: Episode III - Revenge of the Sith 	2005	140	380262555	7.6	113000000
Star Wars: Episode IV - A New Hope 	1977	125	460935665	8.7	11000000
Star Wars: Episode V - The Empire Strikes Back 	1980	127	290158751	8.8	18000000
Star Wars: Episode VI - Return of the Jedi 	1983	134	309125409	8.4	32500000
Star Wars: Episode VII - The Force Awakens             				7.1	
Star Wars: The Clone Wars             		23		7.9	
Stardust 	2007	127	38345403	7.7	70000000
Stargate SG-1             		44		8.4	1400000
Stargate: The Ark of Truth 	2008	97		7.4	
Starship Troopers 	1997	129	54700065	7.2	105000000
Starsky & Hutch 	2004	101	88200225	6.1	60000000
Starsuckers 	2009	103		7.4	400000
State Fair 	1945	100		7.1	
State of Play 	2009	127	36965395	7.1	
Stay Alive 	2006	75	23078294	5.1	9000000
Stealing Harvard 	2002	85	13973532	5.1	25000000
Stealing Harvard 	2002	85	13973532	5.1	25000000
Stealth 	2005	121	31704416	5	135000000
Steamboy 	2004	103	410388	6.9	2127519898
Steel 	1997	97	1686429	2.8	16000000
Step Brothers 	2008	106	100468793	6.9	65000000
Step Up 	2006	104	65269010	6.5	12000000
Step Up 2: The Streets 	2008	98	58006147	6.2	23000000
Step Up 3D 	2010	107	42385520	6.2	30000000
Step Up Revolution 	2012	99	35057332	6.5	33000000
Stepmom 	1998	124	91030827	6.7	50000000
Steppin: The Movie 	2009	138		3.4	1000000
Steve Jobs 	2015	122	17750583	7.2	30000000
Stick It 	2006	103	26870825	6.4	
Stiff Upper Lips 	1998	94	69582	6.4	
Stigmata 	1999	103	50041732	6.2	29000000
Still Alice 	2014	101	18656400	7.5	5000000
Stir of Echoes 	1999	99	21133087	7	12000000
Stitches 	2012	86		5.7	
Stoker 	2013	99	1702277	6.8	12000000
Stolen 	2012	96	183125	5.5	35000000
Stolen Summer 	2002	91	119841	6.5	1500000
Stomp the Yard 	2007	109	61356221	5.2	14000000
Stone 	2010	105	1796024	5.4	22000000
Stone Cold 	1991	88	9286314	5.9	17000000
Stonewall 	2015	129	186354	4.5	13500000
Stop-Loss 	2008	112	10911750	6.5	25000000
Stories of Our Lives 	2014	60		7.4	15000
Straight A's 	2013	91		5.7	2000000
Straight Out of Brooklyn 	1991	91	2712293	5.9	450000
Straight Outta Compton 	2015	167	161029270	7.9	28000000
Strange Wilderness 	2008	87	6563357	5.3	20000000
Stranger Than Fiction 	2006	113	40137776	7.6	38000000
Strangerland 	2015	112		5.2	10000000
Strangers with Candy             		22		8.1	
Straw Dogs 	2011	110	10324441	5.8	25000000
Street Fighter 	1994	102	33423521	3.8	35000000
Street Fighter: The Legend of Chun-Li 	2009	96	8742261	3.7	18000000
Street Kings 	2008	109	26415649	6.8	20000000
Stripes 	1981	117	85300000	6.9	10000000
Striptease 	1996	117	32800000	4.3	40000000
Stuart Little 	1999	84	140015224	5.9	133000000
Stuart Little 2 	2002	77	64736114	5.4	120000000
Stuck on You 	2003	118	33828318	5.8	55000000
Stung 	2015	87		5	2500000
Subconscious 	2015	122		2.2	
Sublime 	2007	113		5.3	1800000
Submarine 	2010	97	466702	7.3	
Subway 	1985	98		6.5	17000000
Sucker Punch 	2011	128	36381716	6.1	82000000
Sugar Hill 	1993	123	18272447	5.9	10000000
Sugar Town 	1999	92	177840	6.1	250000
Suicide Squad 	2016	123	161087183	6.9	175000000
Summer Catch 	2001	108	19693891	4.9	34000000
Summer of Sam 	1999	142	19283782	6.6	22000000
Summer Storm 	2004	98	95016	7.4	2700000
Sunday School Musical 	2008	93		2.5	
Sunshine 	2007	107	3675072	7.3	26000000
Sunshine Cleaning 	2008	91	12055108	6.9	8000000
Sunshine State 	2002	141	3064356	6.9	5600000
Super 	2010	96	322157	6.8	2500000
Super 8 	2011	112	126975169	7.1	50000000
Super Hybrid 	2010	94		3.9	13000000
Super Mario Bros. 	1993	104	20915465	4	42000000
Super Size Me 	2004	100	11529368	7.3	65000
Super Troopers 	2001	100	18488314	7.1	1200000
Superbabies: Baby Geniuses 2 	2004	88	9109322	1.9	20000000
Superbad 	2007	119	121463226	7.6	20000000
Supercapitalist 	2012	102	13220	3.9	
Supercross 	2005	80	3101301	4	
Superhero Movie 	2008	82	25871834	4.5	35000000
Superman 	1978	188	134218018	7.3	55000000
Superman II 	1980	116	108200000	6.8	54000000
Superman III 	1983	125	60000000	4.9	39000000
Superman IV: The Quest for Peace 	1987	134	15681020	3.6	17000000
Superman Returns 	2006	169	200069408	6.1	209000000
Supernova 	2000	91	14218868	4.8	65000000
Superstar 	1999	81	30628981	5	14000000
Supporting Characters 	2012	87		6.3	
Sur le seuil 	2003	99		6.6	3200000
"Surfer, Dude "	2008	85	36497	4.7	6000000
Surf's Up 	2007	85	58867694	6.8	100000000
Surrogates 	2009	89	38542418	6.3	80000000
Survival of the Dead 	2009	90	101055	5	4000000
Survivor 	2015	96		5.6	20000000
Suspect Zero 	2004	99	8712564	5.9	27000000
Sweet Charity 	1969	154		7	20000000
Sweet Home Alabama 	2002	108	127214072	6.1	38000000
Sweet November 	2001	119	25178165	6.7	40000000
Sweet Sweetback's Baadasssss Song 	1971	97	15180000	5.5	500000
Swelter 	2014	96		4.6	8000000
Swept Away 	2002	89	598645	3.6	10000000
Swimfan 	2002	85	28563926	5	8500000
Swimming Pool 	2003	102	10105505	6.8	
Swing Vote 	2008	120	16284360	6.1	21000000
Swingers 	1996	96	4505922	7.4	200000
Switchback 	1997	118	6482195	6.4	37000000
Swordfish 	2001	99	69772969	6.5	80000000
Sydney White 	2007	108	11702090	6.3	16500000
"Synecdoche, New York "	2008	124	3081925	7.5	21000000
Syriana 	2005	128	50815288	7	50000000
Syriana 	2005	128	50815288	7	50000000
Ta Ra Rum Pum 	2007	153	872643	5.4	6000000
Tadpole 	2000	78	2882062	6.3	150000
Tae Guk Gi: The Brotherhood of War 	2004	148	1110186	8.1	12800000
Take Me Home Tonight 	2011	97	6923891	6.3	23000000
Take Shelter 	2011	121	1729969	7.4	5000000
Take the Lead 	2006	118	34703228	6.7	30000000
Taken 	2008	93	145000989	7.9	25000000
Taken 2 	2012	98	139852971	6.3	45000000
Taken 3 	2014	115	89253340	6	48000000
Takers 	2010	107	57744720	6.2	20000000
Taking Woodstock 	2009	120	7443007	6.7	30000000
Tales from the Crypt: Demon Knight 	1995	92	21088568	6.7	13000000
Tales from the Hood 	1995	98	11797927	6.1	6000000
Talk Radio 	1988	110	3468572	7.3	4000000
Talladega Nights: The Ballad of Ricky Bobby 	2006	122	148213377	6.6	73000000
Tammy 	2014	100	84518155	4.9	20000000
Tangled 	2010	100	200807262	7.8	260000000
Tango 	1998	115	1687311	7.2	700000000
Tango & Cash 	1989	97	63408614	6.3	55000000
Tank Girl 	1995	104	4064333	5.2	25000000
Tanner Hall 	2009	96	5005	5.9	3000000
Tarnation 	2003	88	592014	7.2	218
Taxi Driver 	1976	110		8.3	1300000
Taxi to the Dark Side 	2007	53	274661	7.7	1000000
Taxman 	1998	104		5.5	1000000
Tea with Mussolini 	1999	117	14348123	6.9	12000000
Teacher's Pet 	2004	74	6491350	5.8	10000000
Team America: World Police 	2004	98	32774834	7.2	30000000
Tears of the Sun 	2003	142	43426961	6.6	70000000
Ted 	2012	112	218628680	7	50000000
Ted 2 	2015	125	81257500	6.4	68000000
Teen Wolf Too 	1987	95	7888703	3.2	3000000
Teenage Mutant Ninja Turtles 	2014	101	190871240	5.9	125000000
Teenage Mutant Ninja Turtles 	2014	101	190871240	5.9	125000000
Teenage Mutant Ninja Turtles II: The Secret of the Ooze 	1991	88	78656813	6	25000000
Teenage Mutant Ninja Turtles III 	1993	96	42660000	4.8	17000000
Teenage Mutant Ninja Turtles: Out of the Shadows 	2016	112	81638674	6.3	135000000
Teeth 	2007	94	347578	5.4	
Teeth and Blood 	2015	96		4.3	300000
Terminator 2: Judgment Day 	1991	153	204843350	8.5	102000000
Terminator 3: Rise of the Machines 	2003	109	150350192	6.4	200000000
Terminator Genisys 	2015	126	89732035	6.6	155000000
Terminator Salvation 	2009	118	125320003	6.6	200000000
Texas Chainsaw 3D 	2013	92	34334256	4.8	11000000
Texas Rangers 	2001	110	623374	5.2	38000000
Thank You for Smoking 	2005	92	24792061	7.6	6500000
That Awkward Moment 	2014	94	26049082	6.1	8000000
That Thing You Do! 	1996	149	25809813	6.9	26000000
That's My Boy 	2012	116	36931089	5.6	70000000
The 13th Warrior 	1999	102	32694788	6.6	85000000
The 33 	2015	127	12188642	6.9	26000000
The 40-Year-Old Virgin 	2005	133	109243478	7.1	26000000
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It 	2010	82		2.7	1300000
The 5th Quarter 	2010	90	399611	5.7	6000000
The 5th Wave 	2016	112	34912982	5.2	38000000
The 6th Day 	2000	123	34543701	5.9	82000000
The Abyss 	1989	171	54222000	7.6	69500000
The Act of Killing 	2012	96	484221	8.2	1000000
The Addams Family 	1991	99	113502246	6.8	38000000
The Adjustment Bureau 	2011	106	62453315	7.1	50200000
The Adventurer: The Curse of the Midas Box 	2013	100	4756	5.4	25000000
The Adventures of Elmo in Grouchland 	1999	73	11634458	5.8	17000000
The Adventures of Ford Fairlane 	1990	104	21413502	6.3	40000000
The Adventures of Huck Finn 	1993	108	24103594	6.2	6500000
The Adventures of Pinocchio 	1996	90	15091542	5.3	25000000
The Adventures of Pluto Nash 	2002	95	4411102	3.8	100000000
The Adventures of Rocky & Bullwinkle 	2000	92	26000610	4.1	76000000
The Adventures of Sharkboy and Lavagirl 3-D 	2005	93	39177541	3.5	50000000
The Adventures of Tintin 	2011	107	77564037	7.4	135000000
The Age of Adaline 	2015	112	42478175	7.2	25000000
The Age of Innocence 	1993	139	32000000	7.2	30000000
The Alamo 	2004	137	22406362	6	107000000
The Alamo 	2004	137	22406362	6	107000000
The Algerian 	2014	99		7.6	1300000
The Amazing Catfish 	2013	89	11278	7	1300000
The Amazing Spider-Man 	2012	153	262030663	7	230000000
The Amazing Spider-Man 2 	2014	142	202853933	6.7	200000000
The American 	2010	105	35596227	6.3	20000000
The American President 	1995	114	65000000	6.8	62000000
The Amityville Horror 	2005	90	64255243	6	19000000
The Andromeda Strain 	1971	115		7.2	6500000
The Angry Birds Movie 	2016	97	107225164	6.3	73000000
The Animal 	2001	84	55762229	4.8	22000000
The Ant Bully 	2006	88	28133159	5.9	50000000
The Apartment 	1960	125		8.3	3000000
The Apostle 	1997	134	20733485	7.2	5000000
The Apparition 	2012	83	4930798	4.1	17000000
The Art of Getting By 	2011	83	1429260	6.6	
The Art of War 	2000	116	30199105	5.7	40000000
The Artist 	2011	100	44667095	8	15000000
The Assassin 	2015	105	613556	6.4	15000000
The Assassination of Jesse James by the Coward Robert Ford 	2007	160	3904982	7.5	30000000
The Astronaut Farmer 	2006	104	10996440	6.3	13000000
The Astronaut's Wife 	1999	109	10654581	5.3	34000000
The Astronaut's Wife 	1999	109	10654581	5.3	34000000
The A-Team             		60		7.6	
The Avengers 	2012	173	623279547	8.1	220000000
The Avengers 	2012	173	623279547	8.1	220000000
The Aviator 	2004	170	102608827	7.5	110000000
The Awakening 	2011	107		6.5	3000000
The Baader Meinhof Complex 	2008	184	476270	7.4	20000000
The Bachelor             		60		2.9	3000000
The Back-up Plan 	2010	104	37481242	5.3	35000000
The Bad News Bears 	1976	102		7.3	
The Ballad of Cable Hogue 	1970	121		7.3	3716946
The Ballad of Gregorio Cortez 	1982	105		7.1	1250000
The Ballad of Jack and Rose 	2005	112	712294	6.7	1500000
The Banger Sisters 	2002	98	30306281	5.6	10000000
The Bank Job 	2008	111	30028592	7.3	20000000
The Barbarian Invasions 	2003	112	3432342	7.7	6000000
The Barbarians 	1987	87	800000	4.8	4000000
The Basket 	1999	105	609042	6.5	1300000
The Battle of Shaker Heights 	2003	79	279282	6.1	1000000
The Beach 	2000	119	39778599	6.6	50000000
"The Beast from 20,000 Fathoms "	1953	80	5000000	6.7	210000
The Beastmaster 	1982	90		6.2	8000000
The Beaver 	2011	91	958319	6.7	21000000
The Believer 	2001	98	406035	7.2	1500000
The Benchwarmers 	2006	75	57651794	5.6	33000000
