movie,Cast,Role
Shipwrecked ,Nils Gaup,Director
Sholem Aleichem: Laughing in the Darkness ,Joseph Dorman,Director
Shooter ,Antoine Fuqua,Director
Shooting Fish ,Stefan Schwartz,Director
Shooting the Warwicks ,Adam Rifkin,Director
Shopgirl ,Anand Tucker,Director
Short Cut to Nirvana: Kumbh Mela ,Maurizio Benazzo,Director
Shortbus ,John Cameron Mitchell,Director
Shorts ,Robert Rodriguez,Director
Shotgun Stories ,Jeff Nichols,Director
Should've Been Romeo ,Marc Bennett,Director
Show Boat ,George Sidney,Director
Show Me ,Cassandra Nicolaou,Director
Showdown in Little Tokyo ,Mark L. Lester,Director
Showgirls ,Paul Verhoeven,Director
Shrek ,Andrew Adamson,Director
Shrek 2 ,Andrew Adamson,Director
Shrek Forever After ,Mike Mitchell,Director
Shrek the Third ,Chris Miller,Director
Shutter ,Masayuki Ochiai,Director
Shutter Island ,Martin Scorsese,Director
Sicario ,Denis Villeneuve,Director
Sicko ,Michael Moore,Director
Side Effects ,Steven Soderbergh,Director
Side Effects ,Steven Soderbergh,Director
Sideways ,Alexander Payne,Director
Signed Sealed Delivered ,Scott Smith,Director
Signs ,M. Night Shyamalan,Director
Silent Hill ,Christophe Gans,Director
Silent Hill: Revelation 3D ,Michael J. Bassett,Director
Silent House ,Chris Kentis,Director
Silent Movie ,Mel Brooks,Director
Silent Running ,Douglas Trumbull,Director
Silent Trigger ,Russell Mulcahy,Director
Silmido ,Woo-Suk Kang,Director
Silver Linings Playbook ,David O. Russell,Director
Silver Medallist ,Hao Ning,Director
Silverado ,Lawrence Kasdan,Director
Simon Birch ,Mark Steven Johnson,Director
Simply Irresistible ,Mark Tarlov,Director
Sin City ,Frank Miller,Director
Sin City: A Dame to Kill For ,Frank Miller,Director
Sinbad: Legend of the Seven Seas ,Patrick Gilmore,Director
Singin' in the Rain ,Stanley Donen,Director
Sinister ,Scott Derrickson,Director
Sinister 2 ,Ciar?n Foy,Director
Sisters in Law ,Florence Ayisi,Director
Six Days Seven Nights ,Ivan Reitman,Director
Six-String Samurai ,Lance Mungia,Director
Skin Trade ,Ekachai Uekrongtham,Director
Sky Captain and the World of Tomorrow ,Kerry Conran,Director
Sky High ,Mike Mitchell,Director
Skyfall ,Sam Mendes,Director
Skyfall ,Sam Mendes,Director
Skyline ,Colin Strause,Director
Slacker ,Richard Linklater,Director
Slacker Uprising ,Michael Moore,Director
Slackers ,Dewey Nicks,Director
Slam ,Marc Levin,Director
Sleep Dealer ,Alex Rivera,Director
Sleep Tight ,Jaume Balaguer?,Director
Sleeper ,Woody Allen,Director
Sleepers ,Barry Levinson,Director
Sleepover ,Joe Nussbaum,Director
Sliding Doors ,Peter Howitt,Director
Sling Blade ,Billy Bob Thornton,Director
Slither ,James Gunn,Director
Slow Burn ,Wayne Beach,Director
Slow West ,John Maclean,Director
Slumdog Millionaire ,Danny Boyle,Director
Slums of Beverly Hills ,Tamara Jenkins,Director
Small Apartments ,Jonas ?kerlund,Director
Small Soldiers ,Joe Dante,Director
Small Time Crooks ,Woody Allen,Director
Smiling Fish & Goat on Fire ,Kevin Jordan,Director
Smilla's Sense of Snow ,Bille August,Director
Smoke Signals ,Chris Eyre,Director
Smokin' Aces ,Joe Carnahan,Director
Snake Eyes ,Brian De Palma,Director
Snakes on a Plane ,David R. Ellis,Director
Snakes on a Plane ,David R. Ellis,Director
Snatch ,Guy Ritchie,Director
Snatch ,Guy Ritchie,Director
Snitch ,Ric Roman Waugh,Director
Snitch ,Ric Roman Waugh,Director
Snow Angels ,David Gordon Green,Director
Snow Day ,Chris Koch,Director
Snow Dogs ,Brian Levant,Director
Snow Falling on Cedars ,Scott Hicks,Director
Snow Flower and the Secret Fan ,Wayne Wang,Director
Snow Queen ,Vladlen Barbe,Director
Snow White and the Huntsman ,Rupert Sanders,Director
Snow White and the Seven Dwarfs ,William Cottrell,Director
Snow White: A Deadly Summer ,David DeCoteau,Director
Snow White: A Tale of Terror ,Michael Cohn,Director
Snowpiercer ,Joon-ho Bong,Director
Solaris ,Andrei Tarkovsky,Director
Soldier ,Paul W.S. Anderson,Director
Solitary Man ,Brian Koppelman,Director
Solitude ,Livingston Oden,Director
Solomon and Sheba ,King Vidor,Director
Some Guy Who Kills People ,Jack Perez,Director
Some Like It Hot ,Billy Wilder,Director
Someone Like You... ,Tony Goldwyn,Director
Something Borrowed ,Luke Greenfield,Director
Something Wicked ,Darin Scott,Director
Something's Gotta Give ,Nancy Meyers,Director
Somewhere ,Sofia Coppola,Director
Somewhere in Time ,Jeannot Szwarc,Director
Son of God ,Christopher Spencer,Director
Son of the Mask ,Lawrence Guterman,Director
Song One ,Kate Barker-Froyland,Director
Songcatcher ,Maggie Greenwald,Director
Sorcerer ,William Friedkin,Director
Sorority Boys ,Wallace Wolodarsky,Director
Sorority Row ,Stewart Hendler,Director
Soul Food ,George Tillman Jr.,Director
Soul Kitchen ,Fatih Akin,Director
Soul Men ,Malcolm D. Lee,Director
Soul Plane ,Jessy Terrero,Director
Soul Surfer ,Sean McNamara,Director
Soul Survivors ,Stephen Carpenter,Director
Sound of My Voice ,Zal Batmanglij,Director
Source Code ,Duncan Jones,Director
South Park: Bigger Longer & Uncut ,Trey Parker,Director
Southland Tales ,Richard Kelly,Director
Southpaw ,Antoine Fuqua,Director
Space Battleship Yamato ,Takashi Yamazaki,Director
Space Chimps ,Kirk De Micco,Director
Space Cowboys ,Clint Eastwood,Director
Space Dogs ,Inna Evlannikova,Director
Space Jam ,Joe Pytka,Director
Spaceballs ,Mel Brooks,Director
Spaced Invaders ,Patrick Read Johnson,Director
Spanglish ,James L. Brooks,Director
Sparkle ,Salim Akil,Director
Sparkler ,Darren Stein,Director
Spawn ,Mark A.Z. Dipp?,Director
Special ,Hal Haberman,Director
Species ,Roger Donaldson,Director
Spectre ,Sam Mendes,Director
Speed ,Jan de Bont,Director
Speed 2: Cruise Control ,Jan de Bont,Director
Speed Racer ,Lana Wachowski,Director
Speedway Junky ,Nickolas Perry,Director
Spellbound ,Alfred Hitchcock,Director
Sphere ,Barry Levinson,Director
Sphinx ,Franklin J. Schaffner,Director
Spice World ,Bob Spiers,Director
Spider ,David Cronenberg,Director
Spider-Man ,Sam Raimi,Director
Spider-Man 2 ,Sam Raimi,Director
Spider-Man 3 ,Sam Raimi,Director
Spider-Man 3 ,Sam Raimi,Director
Spirit: Stallion of the Cimarron ,Kelly Asbury,Director
Spirited Away ,Hayao Miyazaki,Director
Splash ,Ron Howard,Director
Splice ,Vincenzo Natali,Director
Split Second ,Tony Maylam,Director
Spotlight ,Tom McCarthy,Director
Spring Breakers ,Harmony Korine,Director
Spun ,Jonas ?kerlund,Director
Spy Game ,Tony Scott,Director
Spy Hard ,Rick Friedberg,Director
Spy Kids ,Robert Rodriguez,Director
Spy Kids 2: Island of Lost Dreams ,Robert Rodriguez,Director
Spy Kids 3-D: Game Over ,Robert Rodriguez,Director
Spy Kids: All the Time in the World in 4D ,Robert Rodriguez,Director
St. Trinian's ,Oliver Parker,Director
St. Vincent ,Theodore Melfi,Director
Stake Land ,Jim Mickle,Director
Stan Helsing ,Bo Zenga,Director
Stand by Me ,Rob Reiner,Director
Standard Operating Procedure ,Errol Morris,Director
Standing Ovation ,Stewart Raffill,Director
Star Trek ,J.J. Abrams,Director
Star Trek Beyond ,Justin Lin,Director
Star Trek II: The Wrath of Khan ,Nicholas Meyer,Director
Star Trek III: The Search for Spock ,Leonard Nimoy,Director
Star Trek Into Darkness ,J.J. Abrams,Director
Star Trek IV: The Voyage Home ,Leonard Nimoy,Director
Star Trek V: The Final Frontier ,William Shatner,Director
Star Trek VI: The Undiscovered Country ,Nicholas Meyer,Director
Star Trek: First Contact ,Jonathan Frakes,Director
Star Trek: Generations ,David Carson,Director
Star Trek: Insurrection ,Jonathan Frakes,Director
Star Trek: Nemesis ,Stuart Baird,Director
Star Trek: The Motion Picture ,Robert Wise,Director
Star Wars: Episode I - The Phantom Menace ,George Lucas,Director
Star Wars: Episode II - Attack of the Clones ,George Lucas,Director
Star Wars: Episode III - Revenge of the Sith ,George Lucas,Director
Star Wars: Episode IV - A New Hope ,George Lucas,Director
Star Wars: Episode V - The Empire Strikes Back ,Irvin Kershner,Director
Star Wars: Episode VI - Return of the Jedi ,Richard Marquand,Director
Star Wars: Episode VII - The Force Awakens             ,Doug Walker,Director
Stardust ,Matthew Vaughn,Director
Stargate: The Ark of Truth ,Robert C. Cooper,Director
Starship Troopers ,Paul Verhoeven,Director
Starsky & Hutch ,Todd Phillips,Director
Starsuckers ,Chris Atkins,Director
State Fair ,Walter Lang,Director
State of Play ,Kevin Macdonald,Director
Stay Alive ,William Brent Bell,Director
Stealing Harvard ,Bruce McCulloch,Director
Stealing Harvard ,Bruce McCulloch,Director
Stealth ,Rob Cohen,Director
Steamboy ,Katsuhiro ?tomo,Director
Steel ,Kenneth Johnson,Director
Step Brothers ,Adam McKay,Director
Step Up ,Anne Fletcher,Director
Step Up 2: The Streets ,Jon M. Chu,Director
Step Up 3D ,Jon M. Chu,Director
Step Up Revolution ,Scott Speer,Director
Stepmom ,Chris Columbus,Director
Steppin: The Movie ,Michael Taliferro,Director
Steve Jobs ,Danny Boyle,Director
Stick It ,Jessica Bendinger,Director
Stiff Upper Lips ,Gary Sinyor,Director
Stigmata ,Rupert Wainwright,Director
Still Alice ,Richard Glatzer,Director
Stir of Echoes ,David Koepp,Director
Stitches ,Conor McMahon,Director
Stoker ,Chan-wook Park,Director
Stolen ,Simon West,Director
Stolen Summer ,Pete Jones,Director
Stomp the Yard ,Sylvain White,Director
Stone ,John Curran,Director
Stone Cold ,Craig R. Baxley,Director
Stonewall ,Roland Emmerich,Director
Stop-Loss ,Kimberly Peirce,Director
Stories of Our Lives ,Jim Chuchu,Director
Straight A's ,James Cox,Director
Straight Out of Brooklyn ,Matty Rich,Director
Straight Outta Compton ,F. Gary Gray,Director
Strange Wilderness ,Fred Wolf,Director
Stranger Than Fiction ,Marc Forster,Director
Strangerland ,Kim Farrant,Director
Straw Dogs ,Rod Lurie,Director
Street Fighter ,Steven E. de Souza,Director
Street Fighter: The Legend of Chun-Li ,Andrzej Bartkowiak,Director
Street Kings ,David Ayer,Director
Stripes ,Ivan Reitman,Director
Striptease ,Andrew Bergman,Director
Stuart Little ,Rob Minkoff,Director
Stuart Little 2 ,Rob Minkoff,Director
Stuck on You ,Bobby Farrelly,Director
Stung ,Benni Diez,Director
Subconscious ,Georgia Hilton,Director
Sublime ,Tony Krantz,Director
Submarine ,Richard Ayoade,Director
Subway ,Luc Besson,Director
Sucker Punch ,Zack Snyder,Director
Sugar Hill ,Leon Ichaso,Director
Sugar Town ,Allison Anders,Director
Suicide Squad ,David Ayer,Director
Summer Catch ,Michael Tollin,Director
Summer of Sam ,Spike Lee,Director
Summer Storm ,Marco Kreuzpaintner,Director
Sunday School Musical ,Rachel Goldenberg,Director
Sunshine ,Danny Boyle,Director
Sunshine Cleaning ,Christine Jeffs,Director
Sunshine State ,John Sayles,Director
Super ,James Gunn,Director
Super 8 ,J.J. Abrams,Director
Super Hybrid ,Eric Valette,Director
Super Mario Bros. ,Annabel Jankel,Director
Super Size Me ,Morgan Spurlock,Director
Super Troopers ,Jay Chandrasekhar,Director
Superbabies: Baby Geniuses 2 ,Bob Clark,Director
Superbad ,Greg Mottola,Director
Supercapitalist ,Simon Yin,Director
Supercross ,Steve Boyum,Director
Superhero Movie ,Craig Mazin,Director
Superman ,Richard Donner,Director
Superman II ,Richard Lester,Director
Superman III ,Richard Lester,Director
Superman IV: The Quest for Peace ,Sidney J. Furie,Director
Superman Returns ,Bryan Singer,Director
Supernova ,Walter Hill,Director
Superstar ,Bruce McCulloch,Director
Supporting Characters ,Daniel Schechter,Director
Sur le seuil ,?ric Tessier,Director
"Surfer, Dude ",S.R. Bindler,Director
Surf's Up ,Ash Brannon,Director
Surrogates ,Jonathan Mostow,Director
Survival of the Dead ,George A. Romero,Director
Survivor ,James McTeigue,Director
Suspect Zero ,E. Elias Merhige,Director
Sweet Charity ,Bob Fosse,Director
Sweet Home Alabama ,Andy Tennant,Director
Sweet November ,Pat O'Connor,Director
Sweet Sweetback's Baadasssss Song ,Melvin Van Peebles,Director
Swelter ,Keith Parmer,Director
Swept Away ,Guy Ritchie,Director
Swimfan ,John Polson,Director
Swimming Pool ,Fran?ois Ozon,Director
Swing Vote ,Joshua Michael Stern,Director
Swingers ,Doug Liman,Director
Switchback ,Jeb Stuart,Director
Swordfish ,Dominic Sena,Director
Sydney White ,Joe Nussbaum,Director
"Synecdoche, New York ",Charlie Kaufman,Director
Syriana ,Stephen Gaghan,Director
Syriana ,Stephen Gaghan,Director
Ta Ra Rum Pum ,Siddharth Anand,Director
Tadpole ,Gary Winick,Director
Tae Guk Gi: The Brotherhood of War ,Je-kyu Kang,Director
Take Me Home Tonight ,Michael Dowse,Director
Take Shelter ,Jeff Nichols,Director
Take the Lead ,Liz Friedlander,Director
Taken ,Pierre Morel,Director
Taken 2 ,Olivier Megaton,Director
Taken 3 ,Olivier Megaton,Director
Takers ,John Luessenhop,Director
Taking Woodstock ,Ang Lee,Director
Tales from the Crypt: Demon Knight ,Ernest R. Dickerson,Director
Tales from the Hood ,Rusty Cundieff,Director
Talk Radio ,Oliver Stone,Director
Talladega Nights: The Ballad of Ricky Bobby ,Adam McKay,Director
Tammy ,Ben Falcone,Director
Tangled ,Nathan Greno,Director
Tango ,Carlos Saura,Director
Tango & Cash ,Andrey Konchalovskiy,Director
Tank Girl ,Rachel Talalay,Director
Tanner Hall ,Francesca Gregorini,Director
Tarnation ,Jonathan Caouette,Director
Taxi Driver ,Martin Scorsese,Director
Taxi to the Dark Side ,Alex Gibney,Director
Taxman ,Avi Nesher,Director
Tea with Mussolini ,Franco Zeffirelli,Director
Teacher's Pet ,Timothy Bj?rklund,Director
Team America: World Police ,Trey Parker,Director
Tears of the Sun ,Antoine Fuqua,Director
Ted ,Seth MacFarlane,Director
Ted 2 ,Seth MacFarlane,Director
Teen Wolf Too ,Christopher Leitch,Director
Teenage Mutant Ninja Turtles ,Jonathan Liebesman,Director
Teenage Mutant Ninja Turtles ,Jonathan Liebesman,Director
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Michael Pressman,Director
Teenage Mutant Ninja Turtles III ,Stuart Gillard,Director
Teenage Mutant Ninja Turtles: Out of the Shadows ,Dave Green,Director
Teeth ,Mitchell Lichtenstein,Director
Teeth and Blood ,Al Franklin,Director
Terminator 2: Judgment Day ,James Cameron,Director
Terminator 3: Rise of the Machines ,Jonathan Mostow,Director
Terminator Genisys ,Alan Taylor,Director
Terminator Salvation ,McG,Director
Texas Chainsaw 3D ,John Luessenhop,Director
Texas Rangers ,Steve Miner,Director
Thank You for Smoking ,Jason Reitman,Director
That Awkward Moment ,Tom Gormican,Director
That Thing You Do! ,Tom Hanks,Director
That's My Boy ,Sean Anders,Director
The 13th Warrior ,John McTiernan,Director
The 33 ,Patricia Riggen,Director
The 40-Year-Old Virgin ,Judd Apatow,Director
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,Craig Moss,Director
The 5th Quarter ,Rick Bieber,Director
The 5th Wave ,J Blakeson,Director
The 6th Day ,Roger Spottiswoode,Director
The Abyss ,James Cameron,Director
The Act of Killing ,Joshua Oppenheimer,Director
The Addams Family ,Barry Sonnenfeld,Director
The Adjustment Bureau ,George Nolfi,Director
The Adventurer: The Curse of the Midas Box ,Jonathan Newman,Director
The Adventures of Elmo in Grouchland ,Gary Halvorson,Director
The Adventures of Ford Fairlane ,Renny Harlin,Director
The Adventures of Huck Finn ,Stephen Sommers,Director
The Adventures of Pinocchio ,Steve Barron,Director
The Adventures of Pluto Nash ,Ron Underwood,Director
The Adventures of Rocky & Bullwinkle ,Des McAnuff,Director
The Adventures of Sharkboy and Lavagirl 3-D ,Robert Rodriguez,Director
The Adventures of Tintin ,Steven Spielberg,Director
The Age of Adaline ,Lee Toland Krieger,Director
The Age of Innocence ,Martin Scorsese,Director
The Alamo ,John Lee Hancock,Director
The Alamo ,John Lee Hancock,Director
The Algerian ,Giovanni Zelko,Director
The Amazing Catfish ,Claudia Sainte-Luce,Director
The Amazing Spider-Man ,Marc Webb,Director
The Amazing Spider-Man 2 ,Marc Webb,Director
The American ,Anton Corbijn,Director
The American President ,Rob Reiner,Director
The Amityville Horror ,Andrew Douglas,Director
The Andromeda Strain ,Robert Wise,Director
The Angry Birds Movie ,Clay Kaytis,Director
The Animal ,Luke Greenfield,Director
The Ant Bully ,John A. Davis,Director
The Apartment ,Billy Wilder,Director
The Apostle ,Robert Duvall,Director
The Apparition ,Todd Lincoln,Director
The Art of Getting By ,Gavin Wiesen,Director
The Art of War ,Christian Duguay,Director
The Artist ,Michel Hazanavicius,Director
The Assassin ,Hsiao-Hsien Hou,Director
The Assassination of Jesse James by the Coward Robert Ford ,Andrew Dominik,Director
The Astronaut Farmer ,Michael Polish,Director
The Astronaut's Wife ,Rand Ravich,Director
The Astronaut's Wife ,Rand Ravich,Director
The Avengers ,Joss Whedon,Director
The Avengers ,Joss Whedon,Director
The Aviator ,Martin Scorsese,Director
The Awakening ,Nick Murphy,Director
The Baader Meinhof Complex ,Uli Edel,Director
The Back-up Plan ,Alan Poul,Director
The Bad News Bears ,Michael Ritchie,Director
The Ballad of Cable Hogue ,Sam Peckinpah,Director
The Ballad of Gregorio Cortez ,Robert M. Young,Director
The Ballad of Jack and Rose ,Rebecca Miller,Director
The Banger Sisters ,Bob Dolman,Director
The Bank Job ,Roger Donaldson,Director
The Barbarian Invasions ,Denys Arcand,Director
The Barbarians ,Ruggero Deodato,Director
The Basket ,Rich Cowan,Director
The Battle of Shaker Heights ,Efram Potelle,Director
The Beach ,Danny Boyle,Director
"The Beast from 20,000 Fathoms ",Eug?ne Louri?,Director
The Beastmaster ,Don Coscarelli,Director
The Beaver ,Jodie Foster,Director
The Believer ,Henry Bean,Director
The Benchwarmers ,Dennis Dugan,Director
The Best Exotic Marigold Hotel ,John Madden,Director
The Best Little Whorehouse in Texas ,Colin Higgins,Director
The Best Man ,Malcolm D. Lee,Director
The Best Man Holiday ,Malcolm D. Lee,Director
The Best of Me ,Michael Hoffman,Director
The Best Offer ,Giuseppe Tornatore,Director
The Best Years of Our Lives ,William Wyler,Director
The Betrayed ,Amanda Gusack,Director
The Beyond ,Lucio Fulci,Director
The BFG ,Steven Spielberg,Director
The Big Bounce ,George Armitage,Director
The Big Hit ,Kirk Wong,Director
The Big Lebowski ,Joel Coen,Director
The Big Parade ,King Vidor,Director
The Big Short ,Adam McKay,Director
The Big Swap ,Niall Johnson,Director
The Big Tease ,Kevin Allen,Director
The Big Wedding ,Justin Zackham,Director
The Big Year ,David Frankel,Director
The Birth of a Nation ,Nate Parker,Director
The Black Dahlia ,Brian De Palma,Director
The Black Hole ,Gary Nelson,Director
The Black Stallion ,Carroll Ballard,Director
The Blair Witch Project ,Daniel Myrick,Director
The Blind Side ,John Lee Hancock,Director
The Blood of Heroes ,David Webb Peoples,Director
The Blood of My Brother ,Andrew Berends,Director
The Blue Bird ,Walter Lang,Director
The Blue Butterfly ,L?a Pool,Director
The Blue Lagoon ,Randal Kleiser,Director
The Blue Room ,Mathieu Amalric,Director
The Blues Brothers ,John Landis,Director
The Bodyguard ,Mick Jackson,Director
The Bone Collector ,Phillip Noyce,Director
The Book of Eli ,Albert Hughes,Director
