movie_title,duration,gross,imdb_score,budget,title_year
Sense and Sensibility,136,42700000.00,7.7,16500000.00,1995
September Dawn,111,1066555.00,5.8,11000000.00,2007
Serendipity,82,49968653.00,6.9,28000000.00,2001
Serenity,119,25335935.00,8,40000000.00,2005
Serial Mom,95,7881335.00,6.7,13000000.00,1994
Serving Sara,99,16930185.00,5.3,29000000.00,2002
Session 9,100,373967.00,6.5,1500000.00,2001
Set It Off,123,36049108.00,6.8,9000000.00,1996
Seven Pounds,123,69951824.00,7.7,55000000.00,2008
Seven Psychopaths,110,14989761.00,7.2,15000000.00,2012
Seven Samurai,202,269061.00,8.7,2000000.00,1954
Seven Years in Tibet,136,37901509.00,7,70000000.00,1997
Seventh Son,102,17176900.00,5.5,95000000.00,2014
Severance,90,136432.00,6.6,5000000.00,2006
Sex and the City 2,146,95328937.00,4.3,100000000.00,2010
Sex and the City,30,,7,,
Sex Drive,129,8396942.00,6.5,19000000.00,2008
Sex Tape,94,38543473.00,5.1,40000000.00,2014
Sex with Strangers,105,247740.00,4.7,,2002
"Sex, Lies, and Videotape",100,24741700.00,7.2,1200000.00,1989
Sexy Beast,89,6940281.00,7.3,,2000
Sgt. Bilko,93,30400000.00,5.7,39000000.00,1996
Shade,101,10696.00,6.4,6800000.00,2003
Shadow Conspiracy,103,2154540.00,4.9,45000000.00,1997
Shadow of the Vampire,92,8279017.00,6.9,8000000.00,2000
Shadowlands,115,25842000.00,7.4,22000000.00,1993
Shaft,99,70327868.00,5.9,46000000.00,2000
Shakespeare in Love,123,100241322.00,7.2,25000000.00,1998
Shalako,113,,5.5,1455000.00,1968
Shall We Dance,106,57887882.00,6.1,50000000.00,2004
Shallow Hal,114,70836296.00,5.9,40000000.00,2001
Shame,101,4000304.00,7.3,6500000.00,2011
Shanghai Calling,100,10443.00,6.3,,2012
Shanghai Knights,114,60470220.00,6.2,50000000.00,2003
Shanghai Noon,110,56932305.00,6.6,55000000.00,2000
Shanghai Surprise,97,2315683.00,3,17000000.00,1986
Shaolin Soccer,85,488872.00,7.3,10000000.00,2001
Shark Lake,92,,3.4,2000000.00,2015
Shark Night 3D,90,18860403.00,4,25000000.00,2011
Shark Tale,90,160762022.00,6,75000000.00,2004
Sharknado,97,,3.3,1000000.00,2013
Sharkskin,100,,6.7,2100000.00,2015
Shattered Glass,99,2207975.00,7.2,6000000.00,2003
Shattered,98,,6.7,20000000.00,2007
Shaun of the Dead,99,13464388.00,8,4000000.00,2004
Shaun the Sheep,7,,8.3,,
She Done Him Wrong,66,,6.5,200000.00,1933
She Wore a Yellow Ribbon,103,,7.4,1600000.00,1949
Sheena,117,,4.8,25000000.00,1984
Sherlock Holmes: A Game of Shadows,129,186830669.00,7.5,125000000.00,2011
Sherlock Holmes,128,209019489.00,7.6,90000000.00,2009
Sherrybaby,96,198407.00,6.6,2000000.00,2006
She's All That,95,63319509.00,5.8,10000000.00,1999
She's Gotta Have It,88,7137502.00,6.5,175000.00,1986
She's Out of My League,104,31584722.00,6.4,20000000.00,2010
She's the Man,105,33687630.00,6.4,20000000.00,2006
She's the One,96,9449219.00,6.1,3500000.00,1996
Shine a Light,122,5355376.00,7.2,,2008
Shine,105,35811509.00,7.7,5500000.00,1996
Shinjuku Incident,119,,7.1,15000000.00,2009
Shipwrecked,92,,6.7,60000000.00,1990
Sholem Aleichem: Laughing in the Darkness,93,906666.00,6.8,500000.00,2011
Shooter,124,46975183.00,7.2,61000000.00,2007
Shooting Fish,99,302204.00,6.6,3000000.00,1997
Shooting the Warwicks,95,,6.2,250000.00,2015
Shopgirl,106,10281585.00,6.4,,2005
Short Cut to Nirvana: Kumbh Mela,85,381225.00,7.2,200000.00,2004
Shortbus,101,1984378.00,6.5,2000000.00,2006
Shorts,89,20916309.00,4.9,40000000.00,2009
Shotgun Stories,92,45661.00,7.3,,2007
Should've Been Romeo,,,6.7,5000000.00,2012
Show Boat,108,,7,2295429.00,1951
Show Me,97,,6,900000.00,2004
Showdown in Little Tokyo,79,2275557.00,6,8000000.00,1991
Showgirls,131,20302961.00,4.6,45000000.00,1995
Shrek 2,93,436471036.00,7.2,150000000.00,2004
Shrek Forever After,93,238371987.00,6.4,165000000.00,2010
Shrek the Third,93,320706665.00,6.1,160000000.00,2007
Shrek,90,267652016.00,7.9,60000000.00,2001
Shutter Island,138,127968405.00,8.1,80000000.00,2010
Shutter,90,25926543.00,5.2,8000000.00,2008
Sicario,121,46875468.00,7.6,30000000.00,2015
Sicko,123,24530513.00,8,9000000.00,2007
Side Effects,106,32154410.00,7.1,30000000.00,2013
Side Effects,106,32154410.00,7.1,30000000.00,2013
Sideways,126,71502303.00,7.5,12000000.00,2004
Signed Sealed Delivered,87,,7.7,,2013
Signs,106,227965690.00,6.7,72000000.00,2002
Silent Hill: Revelation 3D,95,17529157.00,5,20000000.00,2012
Silent Hill,132,46982632.00,6.6,50000000.00,2006
Silent House,86,12555230.00,5.3,2000000.00,2011
Silent Movie,87,,6.7,4400000.00,1976
Silent Running,89,,6.7,1000000.00,1972
Silent Trigger,88,,5.6,9000000.00,1996
Silmido,135,,7.2,8000000.00,2003
Silver Linings Playbook,122,132088910.00,7.8,21000000.00,2012
Silver Medallist,99,,7.4,15000000.00,2009
Silverado,133,33200000.00,7.2,26000000.00,1985
Simon Birch,114,18252684.00,6.9,30000000.00,1998
Simply Irresistible,96,4394936.00,5.3,6000000.00,1999
Sin City: A Dame to Kill For,102,13750556.00,6.5,65000000.00,2014
Sin City,147,74098862.00,8.1,40000000.00,2005
Sinbad: Legend of the Seven Seas,85,26288320.00,6.7,60000000.00,2003
Singin' in the Rain,103,,8.3,2540800.00,1952
Sinister 2,97,27736779.00,5.2,10000000.00,2015
Sinister,110,48056940.00,6.8,3000000.00,2012
Sisters in Law,104,32631.00,7.5,,2005
Six Days Seven Nights,98,74329966.00,5.7,70000000.00,1998
Six-String Samurai,91,124494.00,6.7,2000000.00,1998
Skin Trade,96,162.00,5.7,9000000.00,2014
Sky Captain and the World of Tomorrow,106,37760080.00,6.1,70000000.00,2004
Sky High,100,63939454.00,6.2,35000000.00,2005
Skyfall,143,304360277.00,7.8,200000000.00,2012
Skyfall,143,304360277.00,7.8,200000000.00,2012
Skyline,97,21371425.00,4.4,10000000.00,2010
Slacker Uprising,102,,5.3,2000000.00,2007
Slacker,100,1227508.00,7.1,23000.00,1991
Slackers,86,4814244.00,5.3,11000000.00,2002
Slam,100,982214.00,7.2,1000000.00,1998
Sleep Dealer,90,75727.00,5.9,2500000.00,2008
Sleep Tight,102,,7.2,5000000.00,2011
Sleeper,89,,7.3,2000000.00,1973
Sleepers,147,53300852.00,7.5,44000000.00,1996
Sleepover,89,8070311.00,5.3,10000000.00,2004
Sleepy Hollow,45,,7.5,,
Sliding Doors,99,11883495.00,6.8,9000000.00,1998
Sling Blade,148,24475416.00,8,890000.00,1996
Slither,95,7774730.00,6.5,15500000.00,2006
Slow Burn,93,1181197.00,5.9,15500000.00,2005
Slow West,84,229094.00,6.9,,2015
Slumdog Millionaire,120,141319195.00,8,15000000.00,2008
Slums of Beverly Hills,91,5480318.00,6.6,5000000.00,1998
Small Apartments,96,,6.1,2000000.00,2012
Small Soldiers,108,53955614.00,6.1,40000000.00,1998
Small Time Crooks,94,17071230.00,6.7,18000000.00,2000
Smiling Fish & Goat on Fire,90,277233.00,7.6,40000.00,1999
Smilla's Sense of Snow,121,2221994.00,6.4,35000000.00,1997
Smoke Signals,89,6719300.00,7.2,2000000.00,1998
Smokin' Aces,109,35635046.00,6.7,17000000.00,2006
Snake Eyes,98,55585389.00,5.9,69000000.00,1998
Snakes on a Plane,105,34014398.00,5.6,33000000.00,2006
Snakes on a Plane,105,34014398.00,5.6,33000000.00,2006
Snatch,104,30093107.00,8.3,6000000.00,2000
Snatch,104,30093107.00,8.3,6000000.00,2000
Snitch,112,42919096.00,6.5,15000000.00,2013
Snitch,112,42919096.00,6.5,15000000.00,2013
Snow Angels,107,402820.00,6.9,,2007
Snow Day,89,60008303.00,4.9,13000000.00,2000
Snow Dogs,99,81150692.00,5.1,35000000.00,2002
Snow Falling on Cedars,127,14378353.00,6.8,36000000.00,1999
Snow Flower and the Secret Fan,104,1346503.00,6.1,6000000.00,2011
Snow Queen,80,,5.3,7000000.00,2012
Snow White and the Huntsman,132,155111815.00,6.1,170000000.00,2012
Snow White and the Seven Dwarfs,83,184925485.00,7.7,2000000.00,1937
Snow White: A Deadly Summer,83,,2.2,1000000.00,2012
Snow White: A Tale of Terror,100,,6.3,26000000.00,1997
Snowpiercer,126,4563029.00,7,39200000.00,2013
Solaris,115,,8.1,1000000.00,1972
Soldier,99,14567883.00,6,75000000.00,1998
Solitary Man,90,4360548.00,6.4,15000000.00,2009
Solitude,89,,6.8,,2014
Solomon and Sheba,141,,6.2,5000000.00,1959
Some Guy Who Kills People,97,,6.4,300000.00,2011
Some Like It Hot,120,25000000.00,8.3,2883848.00,1959
Someone Like You...,97,27338033.00,6.1,23000000.00,2001
Something Borrowed,112,39026186.00,5.9,35000000.00,2011
Something Wicked,95,,4.8,3000000.00,2014
Something's Gotta Give,128,124590960.00,6.7,80000000.00,2003
Somewhere in Time,103,,7.3,5100000.00,1980
Somewhere,97,1768416.00,6.3,7000000.00,2010
Son of God,170,59696176.00,5.6,22000000.00,2014
Son of the Mask,94,17010646.00,2.2,84000000.00,2005
Song One,86,20200.00,5.8,6000000.00,2014
Songcatcher,109,3050934.00,7.3,1800000.00,2000
Sonny with a Chance,23,,6.1,,
Sorcerer,92,,7.7,12000000.00,1977
Sorority Boys,93,10198766.00,5.4,12000000.00,2002
Sorority Row,101,11956207.00,5.1,16000000.00,2009
Soul Food,115,43490057.00,6.9,7500000.00,1997
Soul Kitchen,99,274385.00,7.3,4000000.00,2009
Soul Men,100,12081447.00,6.5,,2008
Soul Plane,92,13922211.00,4.4,16000000.00,2004
Soul Surfer,106,43853424.00,7.1,18000000.00,2011
Soul Survivors,84,3100650.00,3.9,14000000.00,2001
Sound of My Voice,85,405614.00,6.7,,2011
Source Code,93,54696902.00,7.5,32000000.00,2011
South Park: Bigger Longer & Uncut,81,52008288.00,7.8,21000000.00,1999
Southland Tales,160,273420.00,5.5,17000000.00,2006
Southpaw,124,52418902.00,7.5,30000000.00,2015
Space Battleship Yamato,138,,6.1,12000000.00,2010
Space Chimps,81,30105968.00,4.5,37000000.00,2008
Space Cowboys,130,90454043.00,6.4,65000000.00,2000
Space Dogs,85,,5.2,25000000.00,2010
Space Jam,88,90443603.00,6.3,80000000.00,1996
Space: Above and Beyond,60,,7.7,5000000.00,
Spaceballs,96,38119483.00,7.1,22700000.00,1987
Spaced Invaders,100,15369573.00,5.3,3000000.00,1990
Spanglish,131,42044321.00,6.5,80000000.00,2004
Sparkle,116,24397469.00,5.7,17000000.00,2012
Sparkler,90,5494.00,5.6,,1997
Spartacus: War of the Damned,55,,8.6,,
Spawn,98,54967359.00,5.2,40000000.00,1997
Special,81,6387.00,6.9,1000000.00,2006
Species,108,60054449.00,5.8,35000000.00,1995
Spectre,148,200074175.00,6.8,245000000.00,2015
Speed 2: Cruise Control,121,48068396.00,3.7,160000000.00,1997
Speed Racer,135,43929341.00,6.1,120000000.00,2008
Speed,116,121248145.00,7.2,25000000.00,1994
Speedway Junky,105,,5.2,1000000.00,1999
Spellbound,95,,7.6,1696377.00,1945
Sphere,134,36976367.00,6,75000000.00,1998
Sphinx,118,800000.00,5.2,14000000.00,1981
Spice World,93,29247405.00,3.3,25000000.00,1997
Spider,98,1641788.00,6.8,8000000.00,2002
Spider-Man 2,135,373377893.00,7.3,200000000.00,2004
Spider-Man 3,156,336530303.00,6.2,258000000.00,2007
Spider-Man 3,156,336530303.00,6.2,258000000.00,2007
Spider-Man,121,403706375.00,7.3,139000000.00,2002
Spirit: Stallion of the Cimarron,83,73215310.00,7,80000000.00,2002
Spirited Away,125,10049886.00,8.6,19000000.00,2001
Splash,111,69800000.00,6.2,8000000.00,1984
Splice,104,16999046.00,5.8,26000000.00,2009
Split Second,96,5430822.00,6.2,7000000.00,1992
Spotlight,128,44988180.00,8.1,20000000.00,2015
Spring Breakers,94,14123773.00,5.3,5000000.00,2012
Spun,106,410241.00,6.8,2000000.00,2002
Spy Game,114,26871.00,7,92000000.00,2001
Spy Hard,81,26906039.00,5.3,18000000.00,1996
Spy Kids 2: Island of Lost Dreams,100,85570368.00,5.1,38000000.00,2002
Spy Kids 3-D: Game Over,84,111760631.00,4.1,38000000.00,2003
Spy Kids: All the Time in the World in 4D,89,38536376.00,3.6,27000000.00,2011
Spy Kids,88,112692062.00,5.4,35000000.00,2001
St. Trinian's,100,,5.8,13500000.00,2007
St. Vincent,102,44134898.00,7.3,13000000.00,2014
Stake Land,98,18469.00,6.5,650000.00,2010
Stan Helsing,90,,3.6,,2009
Stand by Me,89,52287414.00,8.1,8000000.00,1986
Standard Operating Procedure,118,228830.00,7.5,,2008
Standing Ovation,105,531806.00,3.4,,2010
Star Trek Beyond,122,130468626.00,7.5,185000000.00,2016
Star Trek II: The Wrath of Khan,116,78900000.00,7.7,11000000.00,1982
Star Trek III: The Search for Spock,105,76400000.00,6.6,17000000.00,1984
Star Trek Into Darkness,132,228756232.00,7.8,190000000.00,2013
Star Trek IV: The Voyage Home,119,109713132.00,7.3,25000000.00,1986
Star Trek V: The Final Frontier,107,55210049.00,5.4,27800000.00,1989
Star Trek VI: The Undiscovered Country,110,74888996.00,7.2,30000000.00,1991
Star Trek: First Contact,111,92001027.00,7.6,45000000.00,1996
Star Trek: Generations,118,75668868.00,6.6,35000000.00,1994
Star Trek: Insurrection,103,70117571.00,6.4,58000000.00,1998
Star Trek: Nemesis,116,43119879.00,6.4,60000000.00,2002
Star Trek: The Motion Picture,143,82300000.00,6.4,35000000.00,1979
Star Trek,127,257704099.00,8,150000000.00,2009
Star Wars: Episode I - The Phantom Menace,136,474544677.00,6.5,115000000.00,1999
Star Wars: Episode II - Attack of the Clones,142,310675583.00,6.7,115000000.00,2002
Star Wars: Episode III - Revenge of the Sith,140,380262555.00,7.6,113000000.00,2005
Star Wars: Episode IV - A New Hope,125,460935665.00,8.7,11000000.00,1977
Star Wars: Episode V - The Empire Strikes Back,127,290158751.00,8.8,18000000.00,1980
Star Wars: Episode VI - Return of the Jedi,134,309125409.00,8.4,32500000.00,1983
Star Wars: Episode VII - The Force Awakens,,,7.1,,
Star Wars: The Clone Wars,23,,7.9,,
Stardust,127,38345403.00,7.7,70000000.00,2007
Stargate SG-1,44,,8.4,1400000.00,
Stargate: The Ark of Truth,97,,7.4,,2008
Starship Troopers,129,54700065.00,7.2,105000000.00,1997
Starsky & Hutch,101,88200225.00,6.1,60000000.00,2004
Starsuckers,103,,7.4,400000.00,2009
State Fair,100,,7.1,,1945
State of Play,127,36965395.00,7.1,,2009
Stay Alive,75,23078294.00,5.1,9000000.00,2006
Stealing Harvard,85,13973532.00,5.1,25000000.00,2002
Stealing Harvard,85,13973532.00,5.1,25000000.00,2002
Stealth,121,31704416.00,5,135000000.00,2005
Steamboy,103,410388.00,6.9,2127519898.00,2004
Steel,97,1686429.00,2.8,16000000.00,1997
Step Brothers,106,100468793.00,6.9,65000000.00,2008
Step Up 2: The Streets,98,58006147.00,6.2,23000000.00,2008
Step Up 3D,107,42385520.00,6.2,30000000.00,2010
Step Up Revolution,99,35057332.00,6.5,33000000.00,2012
Step Up,104,65269010.00,6.5,12000000.00,2006
Stepmom,124,91030827.00,6.7,50000000.00,1998
Steppin: The Movie,138,,3.4,1000000.00,2009
Steve Jobs,122,17750583.00,7.2,30000000.00,2015
Stick It,103,26870825.00,6.4,,2006
Stiff Upper Lips,94,69582.00,6.4,,1998
Stigmata,103,50041732.00,6.2,29000000.00,1999
Still Alice,101,18656400.00,7.5,5000000.00,2014
Stir of Echoes,99,21133087.00,7,12000000.00,1999
Stitches,86,,5.7,,2012
Stoker,99,1702277.00,6.8,12000000.00,2013
Stolen Summer,91,119841.00,6.5,1500000.00,2002
Stolen,96,183125.00,5.5,35000000.00,2012
Stomp the Yard,109,61356221.00,5.2,14000000.00,2007
Stone Cold,88,9286314.00,5.9,17000000.00,1991
Stone,105,1796024.00,5.4,22000000.00,2010
Stonewall,129,186354.00,4.5,13500000.00,2015
Stop-Loss,112,10911750.00,6.5,25000000.00,2008
Stories of Our Lives,60,,7.4,15000.00,2014
Straight A's,91,,5.7,2000000.00,2013
Straight Out of Brooklyn,91,2712293.00,5.9,450000.00,1991
Straight Outta Compton,167,161029270.00,7.9,28000000.00,2015
Strange Wilderness,87,6563357.00,5.3,20000000.00,2008
Stranger Than Fiction,113,40137776.00,7.6,38000000.00,2006
Strangerland,112,,5.2,10000000.00,2015
Strangers with Candy,22,,8.1,,
Straw Dogs,110,10324441.00,5.8,25000000.00,2011
Street Fighter: The Legend of Chun-Li,96,8742261.00,3.7,18000000.00,2009
Street Fighter,102,33423521.00,3.8,35000000.00,1994
Street Kings,109,26415649.00,6.8,20000000.00,2008
Stripes,117,85300000.00,6.9,10000000.00,1981
Striptease,117,32800000.00,4.3,40000000.00,1996
Stuart Little 2,77,64736114.00,5.4,120000000.00,2002
Stuart Little,84,140015224.00,5.9,133000000.00,1999
Stuck on You,118,33828318.00,5.8,55000000.00,2003
Stung,87,,5,2500000.00,2015
Subconscious,122,,2.2,,2015
Sublime,113,,5.3,1800000.00,2007
Submarine,97,466702.00,7.3,,2010
Subway,98,,6.5,17000000.00,1985
Sucker Punch,128,36381716.00,6.1,82000000.00,2011
Sugar Hill,123,18272447.00,5.9,10000000.00,1993
Sugar Town,92,177840.00,6.1,250000.00,1999
Suicide Squad,123,161087183.00,6.9,175000000.00,2016
Summer Catch,108,19693891.00,4.9,34000000.00,2001
Summer of Sam,142,19283782.00,6.6,22000000.00,1999
Summer Storm,98,95016.00,7.4,2700000.00,2004
Sunday School Musical,93,,2.5,,2008
Sunshine Cleaning,91,12055108.00,6.9,8000000.00,2008
Sunshine State,141,3064356.00,6.9,5600000.00,2002
Sunshine,107,3675072.00,7.3,26000000.00,2007
Super 8,112,126975169.00,7.1,50000000.00,2011
Super Hybrid,94,,3.9,13000000.00,2010
Super Mario Bros.,104,20915465.00,4,42000000.00,1993
Super Size Me,100,11529368.00,7.3,65000.00,2004
Super Troopers,100,18488314.00,7.1,1200000.00,2001
Super,96,322157.00,6.8,2500000.00,2010
Superbabies: Baby Geniuses 2,88,9109322.00,1.9,20000000.00,2004
Superbad,119,121463226.00,7.6,20000000.00,2007
Supercapitalist,102,13220.00,3.9,,2012
Supercross,80,3101301.00,4,,2005
Superhero Movie,82,25871834.00,4.5,35000000.00,2008
Superman II,116,108200000.00,6.8,54000000.00,1980
Superman III,125,60000000.00,4.9,39000000.00,1983
Superman IV: The Quest for Peace,134,15681020.00,3.6,17000000.00,1987
Superman Returns,169,200069408.00,6.1,209000000.00,2006
Superman,188,134218018.00,7.3,55000000.00,1978
Supernova,91,14218868.00,4.8,65000000.00,2000
Superstar,81,30628981.00,5,14000000.00,1999
Supporting Characters,87,,6.3,,2012
Sur le seuil,99,,6.6,3200000.00,2003
"Surfer, Dude",85,36497.00,4.7,6000000.00,2008
Surf's Up,85,58867694.00,6.8,100000000.00,2007
Surrogates,89,38542418.00,6.3,80000000.00,2009
Survival of the Dead,90,101055.00,5,4000000.00,2009
Survivor,96,,5.6,20000000.00,2015
Suspect Zero,99,8712564.00,5.9,27000000.00,2004
Sweet Charity,154,,7,20000000.00,1969
Sweet Home Alabama,108,127214072.00,6.1,38000000.00,2002
Sweet November,119,25178165.00,6.7,40000000.00,2001
Sweet Sweetback's Baadasssss Song,97,15180000.00,5.5,500000.00,1971
Swelter,96,,4.6,8000000.00,2014
Swept Away,89,598645.00,3.6,10000000.00,2002
Swimfan,85,28563926.00,5,8500000.00,2002
Swimming Pool,102,10105505.00,6.8,,2003
Swing Vote,120,16284360.00,6.1,21000000.00,2008
Swingers,96,4505922.00,7.4,200000.00,1996
Switchback,118,6482195.00,6.4,37000000.00,1997
Swordfish,99,69772969.00,6.5,80000000.00,2001
Sydney White,108,11702090.00,6.3,16500000.00,2007
"Synecdoche, New York",124,3081925.00,7.5,21000000.00,2008
Syriana,128,50815288.00,7,50000000.00,2005
Syriana,128,50815288.00,7,50000000.00,2005
Ta Ra Rum Pum,153,872643.00,5.4,6000000.00,2007
Tadpole,78,2882062.00,6.3,150000.00,2000
Tae Guk Gi: The Brotherhood of War,148,1110186.00,8.1,12800000.00,2004
Take Me Home Tonight,97,6923891.00,6.3,23000000.00,2011
Take Shelter,121,1729969.00,7.4,5000000.00,2011
Take the Lead,118,34703228.00,6.7,30000000.00,2006
Taken 2,98,139852971.00,6.3,45000000.00,2012
Taken 3,115,89253340.00,6,48000000.00,2014
Taken,93,145000989.00,7.9,25000000.00,2008
Takers,107,57744720.00,6.2,20000000.00,2010
Taking Woodstock,120,7443007.00,6.7,30000000.00,2009
Tales from the Crypt: Demon Knight,92,21088568.00,6.7,13000000.00,1995
Tales from the Hood,98,11797927.00,6.1,6000000.00,1995
Talk Radio,110,3468572.00,7.3,4000000.00,1988
Talladega Nights: The Ballad of Ricky Bobby,122,148213377.00,6.6,73000000.00,2006
Tammy,100,84518155.00,4.9,20000000.00,2014
Tangled,100,200807262.00,7.8,260000000.00,2010
Tango & Cash,97,63408614.00,6.3,55000000.00,1989
Tango,115,1687311.00,7.2,700000000.00,1998
Tank Girl,104,4064333.00,5.2,25000000.00,1995
Tanner Hall,96,5005.00,5.9,3000000.00,2009
Tarnation,88,592014.00,7.2,218.00,2003
Taxi Driver,110,,8.3,1300000.00,1976
Taxi to the Dark Side,53,274661.00,7.7,1000000.00,2007
Taxman,104,,5.5,1000000.00,1998
Tea with Mussolini,117,14348123.00,6.9,12000000.00,1999
Teacher's Pet,74,6491350.00,5.8,10000000.00,2004
Team America: World Police,98,32774834.00,7.2,30000000.00,2004
Tears of the Sun,142,43426961.00,6.6,70000000.00,2003
Ted 2,125,81257500.00,6.4,68000000.00,2015
Ted,112,218628680.00,7,50000000.00,2012
Teen Wolf Too,95,7888703.00,3.2,3000000.00,1987
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,78656813.00,6,25000000.00,1991
Teenage Mutant Ninja Turtles III,96,42660000.00,4.8,17000000.00,1993
Teenage Mutant Ninja Turtles: Out of the Shadows,112,81638674.00,6.3,135000000.00,2016
Teenage Mutant Ninja Turtles,101,190871240.00,5.9,125000000.00,2014
Teenage Mutant Ninja Turtles,101,190871240.00,5.9,125000000.00,2014
Teeth and Blood,96,,4.3,300000.00,2015
Teeth,94,347578.00,5.4,,2007
